sens,dx_0,dx_1,dx_2,dx_3,dx_4,dx_5,x_0,x_1,x_2,x_3,x_4,x_5,y_bar,y
0,-0.22588738774594608,0.11828932923532781,-0.15055644820229835,0.030275082049568306,0.053085675614078544,-1.0021931288984234,4,5,4,4,5,4,0.8163796998221393,0.0
1,0.35806219240277504,0.08987447424067756,0.33058174998409173,-0.060135998032541375,0.25307555370468465,2.282172445301529,4,5,6,4,6,7,0.5078676428854566,1.0
1,-0.6478548572870786,0.050951587373327195,0.4481462702231379,0.09370351155983934,-0.1384878297561193,1.143277944124964,4,5,6,5,3,7,0.03484066048747975,0.0
1,-0.4226478803183234,0.8343958593685572,0.0797880328415147,0.2739987680459933,0.3160036616647909,1.6389978437542254,3,7,5,6,6,6,0.9457074362018639,1.0
1,-0.22417359522476427,0.9064708881671849,0.2830266485203241,-0.10518954924668175,0.5240535959988005,1.7668458008794379,5,7,6,5,8,6,0.978217373106853,1.0
1,-0.265107651269916,0.20890701680410323,0.5350859146848338,-0.23700208329297934,0.17478655832481285,2.6307651965849717,4,5,6,3,5,7,0.1948303483329611,1.0
0,-1.4929701319754694,-0.3182587016461454,-0.026457205767021208,-0.2865025768664763,-0.08677343081383887,-1.9031783620516056,2,4,4,3,4,2,0.9588411430450807,1.0
1,1.5885786737222427,0.2084080535045306,0.2492702999273714,0.15815328788427413,0.19395109182387904,0.2944343691872354,6,5,5,5,6,5,0.6680973854912178,1.0
1,0.7604739552400903,0.3048171593144772,0.5459429014965457,0.15540525801318833,0.16270798605396522,2.01184060103013,5,5,6,5,5,7,0.16310308374439839,1.0
1,0.08135648030567491,-0.056437263527991555,-0.06980629373399075,-0.12824757204742812,0.5029997370647743,1.2051582818054911,4,4,4,4,8,7,0.8294118341403048,1.0
0,-0.7682486943543385,-0.8581515537045754,0.1745836143281827,-0.19751365521087544,-0.12878653558870282,-0.8717968580850206,3,1,5,3,3,4,0.13978178491925752,0.0
1,0.8353803062064953,0.1392221017863865,0.28984025716199585,0.48070271256502406,0.04840754679910489,1.3454012979724117,5,5,5,8,6,6,0.7550996815430857,1.0
0,-0.10985582440086822,-0.4532459924357416,0.27417707745006936,0.08256220054979976,-0.31842928196385334,-1.4390468666675067,4,3,5,5,2,3,0.19830232452519175,0.0
1,-0.6282684204281004,-0.04563518539098538,-0.3841745085375446,0.21507237874867083,0.21550220114034946,1.1297451613810772,4,4,3,6,6,6,0.6202702394189435,1.0
1,1.643374671638921,-0.33289941442884174,0.322546261767636,0.30714630457760234,0.2071298730376918,-0.0703551143773744,7,4,6,7,6,4,0.7936481117535386,1.0
1,1.4011470471197929,0.07176595673358377,-0.29297747920515343,-0.03156245874528317,-0.12357617932462173,1.5364630035930884,7,5,3,4,4,7,0.005516273523092898,1.0
1,0.9259556831188464,0.20864154017650582,-0.10806731608681681,-0.17240943694788374,0.27869219088595865,-0.30284957093030074,5,5,4,3,6,4,0.849131073168543,1.0
1,0.24177779637035232,1.1570979350954387,-0.08368177847039,-0.04563104739327776,0.07437850602776812,1.513726987030188,4,7,5,4,5,6,0.6087585968129201,1.0
0,-0.13654712174838976,-0.05041885007805556,-0.5881145992656229,-0.12796037477273714,-0.04862067484169724,-1.2189400683622678,4,3,2,4,4,3,0.5193381569297335,1.0
1,-0.16537994346658824,0.24391277226590607,0.14898917848463902,0.2146758403307731,-0.22060073436108663,-0.04941370803532097,5,5,5,6,4,5,0.3236506976096874,0.0
1,-0.7311369164038203,0.06954867119542651,-0.260611425855207,-0.04301167528085079,0.2934518274811865,0.5769725507578976,3,5,3,4,6,5,0.8951694123123719,1.0
1,2.2442539694957655,0.4049819605085629,0.1830479976199087,0.11679420838950719,-0.18551083336531665,-0.19879871474360722,7,6,5,5,4,4,0.2728880178070477,1.0
1,0.9199371085758323,0.38612384922691806,0.05107446065394376,0.6487744350110364,0.2760925390195229,0.6128500150131233,5,5,5,9,6,5,0.9178360103993991,1.0
1,1.145991891005726,-0.09736954875832857,0.37989224044032,0.23513538611032433,0.05761979721186259,-1.074566744758385,5,4,6,6,5,3,0.9141513271069616,1.0
0,0.09529159199084564,0.24136599277829895,-0.01065206155255934,0.11431757681421434,-0.15611414916851862,0.3694399898487446,4,4,4,5,3,4,0.25731827906437776,0.0
0,0.263030129802847,-0.2784789126672814,0.07952857662748594,0.16348579786349693,0.1337942065729186,0.8914365831185227,3,3,5,5,5,5,0.6996418696935846,1.0
1,1.2312620324283652,0.01421333047584894,0.0745618291914268,0.30608890090887453,0.27743647533108023,1.9765563254123748,6,4,5,6,6,7,0.1785528138623986,0.0
1,-0.4858019022672475,1.1661949340964626,0.7538618509035182,0.3056706380859284,-0.1302568280019119,1.7790932457812763,4,8,7,6,3,6,0.3523353818185192,0.0
1,-0.07409695875454358,1.175270565917686,0.017489489466209762,0.20299552759685657,0.08935002333403873,1.7002073417683838,5,8,5,5,5,6,0.5929023393954147,1.0
1,0.01568115354572852,-0.7556864142141834,-0.46109778986095035,0.09285744989995691,0.09262119164301047,1.0229380499320835,4,3,4,5,6,6,0.5168066350571451,1.0
1,0.4910337224284807,0.346665414007325,0.3742287621703511,0.1609231794897913,0.09889967107681266,1.739649830766603,5,5,6,5,5,6,0.35490033674270666,0.0
1,1.442230454891285,0.35816732833335974,0.45239472738597036,0.06229644272637329,-0.06691324121980788,0.43639618211081665,7,5,7,6,4,5,0.15236479225195945,1.0
1,0.022049844833073873,-0.4067766289698029,0.37202053061631696,-0.319915545938302,0.0902361394027002,2.2184668726260766,4,3,6,3,5,8,0.03710017104243683,1.0
1,0.38048279464708945,0.3085362552380847,0.17449249697599223,-0.14548324738880586,0.03548731219566575,1.0786268824531682,4,6,5,4,5,6,0.5105660210559552,1.0
1,-1.190904246792146,0.06995382965762635,0.47582602719388,0.13202759162772204,0.17304443003080694,-0.846258034496624,2,5,6,5,5,4,0.9740282806311079,1.0
0,0.7024552439214288,-0.08075271629094175,-0.1488830262353885,-0.10955788623212363,0.1694295565663057,-0.4888335215670556,5,4,4,4,5,3,0.8044643640440441,1.0
1,-0.4917130284026353,-0.31023819534066166,0.10337577284159782,0.20417786267311683,-0.11175081658336475,0.6958270006756742,3,5,5,5,4,6,0.35586683479095993,0.0
0,-0.6383778361386836,-0.2943492203355217,-0.008562994807343108,-0.152451488492391,-0.10451269380669377,-2.1441496779693017,2,4,4,4,4,2,0.9676369212319156,1.0
1,1.950049450215688,-0.621982581137234,-0.032038143616828885,0.46448417669553455,0.27392589246251625,-0.07359456629494288,7,3,4,7,6,4,0.621368183175166,1.0
0,-1.6242680946259056,0.37052641677309733,-0.20360968797256487,-0.10332362136794232,0.015868656706118894,-1.3869774874339853,2,5,4,4,4,3,0.94047085765638,1.0
1,-0.3013226691419869,0.6175374578301353,0.08706634854575443,0.18296462657426543,0.27876584321895975,-0.15568707660291392,4,6,5,5,6,4,0.9725663710741286,1.0
0,-1.01840121865096,-0.06464470048966625,-0.13679377767906323,0.41400514974309566,0.14278903295730996,-0.8698412954443674,3,4,4,7,5,4,0.9279982686150632,0.0
1,0.2685141950673484,0.27136954279300174,-0.01278127922509716,0.056695354176142757,0.12047038981229535,1.668459871559981,4,5,5,6,5,6,0.5353281820299277,1.0
1,2.347994591818647,0.17309834085432424,0.008497121237020802,0.23576097700006154,0.12283072604614075,-0.10952694669232232,7,6,4,6,5,4,0.5608081342436966,1.0
0,0.32310686989456633,-0.7679849299444377,-0.2379625070257796,-0.5512468619311135,-0.10511924472368527,-0.11744310879149888,4,2,3,1,4,4,0.1320552294387136,0.0
1,1.1141116619543343,0.5482249432361196,0.8447296036854199,0.45867775468082683,-0.07610063588916138,1.935868020126936,5,6,7,8,4,7,0.1882007983460524,0.0
0,-1.245554790420876,0.20295180863217216,-0.35263476922246506,0.1376953956818956,-0.255087043527813,-1.94200975503011,2,5,3,5,3,3,0.8295847260035418,0.0
1,2.2645360477922334,1.0851584278658708,0.28231219091524795,-0.10756652046714685,0.08951659427002186,1.963585857746005,7,8,5,4,5,7,0.087677713262778,0.0
1,1.134753844733601,0.7992429703239162,0.22527321879555745,0.428834387544689,0.0077081822142504725,0.89801688407075,5,7,5,7,4,5,0.5774126276388974,1.0
1,0.8019846674271153,0.28793015035235264,0.49074495405045204,-0.07435127075168188,0.11908643768135843,0.10293659781006725,5,5,6,5,5,5,0.6083026021639185,1.0
1,0.31094666393727305,-0.007376690158248364,0.2818164089132556,-0.3266346946740156,0.13784267841518374,1.6230989948722225,4,4,5,3,6,7,0.3007263443022591,0.0
1,1.779584219499439,0.6083310695667903,0.09551152713007585,0.0609566412432216,0.17453681358301823,0.6649997286291246,6,7,5,5,5,5,0.5740516029106625,1.0
1,0.6925089144878348,0.7268825202288172,0.75041069961606,0.26554284814747575,0.13327440787882996,-0.11224893680747017,6,6,7,6,5,4,0.8372283625962439,1.0
1,-0.9088726058717573,0.34577855314895567,0.2262474177911128,0.433995409813191,-0.15116788784995241,0.11202610770620314,3,5,5,7,4,5,0.7198074420430611,1.0
1,1.921802893843036,0.3374701913531134,-0.23135353384253002,-0.03044029235605625,0.1718555542165786,0.5239998893396773,7,5,3,5,5,5,0.1586078765830142,1.0
1,-0.23078900924949008,-0.5544499973067273,-0.4751568373606113,0.013497864851637606,0.20702815910824063,0.710431105934092,4,3,3,4,7,5,0.8618045042292642,1.0
1,1.9199818088398355,0.353656213962977,0.31674956121661146,0.32762757408947374,0.25307178323860297,1.1241352529940254,7,5,7,6,6,6,0.41284071167302205,0.0
1,0.11331071147186672,-0.16603800084212234,-0.12031709654808681,-0.11869735181676509,0.04740887937244233,0.39707100414369856,5,4,4,4,5,5,0.3404998928505404,0.0
1,0.26039025247767716,0.06173916003266389,0.3518217573300693,-0.16744679939981236,0.06999038031120022,2.325690792501862,4,5,7,3,5,7,0.23272491021175887,1.0
1,0.2821943082153504,-0.07942538219677558,-0.21712533291081684,0.038674590220431015,0.21355287501965858,0.8794735503755253,4,4,5,5,6,6,0.6666370874433739,1.0
1,-0.8515586049226153,-0.5449134894285095,0.2348443374952607,0.1692768024789074,-0.05417818064123403,-0.4287543628231645,3,3,5,5,4,5,0.4121095260893291,0.0
1,1.9341336993069698,0.19110586656398293,-0.05302247662384012,0.18153849787277251,-0.11805328253701804,1.2573874321946645,7,5,4,6,4,6,0.031318402787510045,0.0
1,-0.4733661296273035,0.09133884558708119,0.4994889368365584,-0.09855169479764116,0.15033012244704436,2.561532094035172,3,5,7,4,6,7,0.7256987928687599,1.0
1,-1.9160079025475605,0.291388361592266,0.3341446969291004,0.06966614990692023,-0.03573931484566667,2.091498573405614,1,5,6,5,4,8,0.26660512588080565,0.0
0,-0.549259846121102,-0.1876375150721673,0.03297274086631996,-0.21813388852149718,-0.31815254644993707,-3.313335723957256,3,3,4,3,2,1,0.6612840533287151,1.0
1,0.8577072454842891,0.668789331304977,0.0027464789370224008,0.1386202489010097,0.076210138455244,0.10522917985347591,5,7,5,5,5,5,0.7337828110783567,1.0
1,-0.017152106928054467,0.9644686271930838,-0.27934833908546985,0.19634324918746307,-0.16821025155082922,1.105475982098785,4,7,4,6,3,6,0.15624685770086086,0.0
1,1.163086383356779,0.5963202981787992,0.09902482256825668,-0.3313078709795918,-0.1264952957760768,0.2436701530162435,5,6,5,3,4,5,0.2523957490961946,1.0
1,0.5472888015935785,0.048911973170043366,0.16140377221422902,0.36254631813261107,0.08590657991985023,2.1725132271368706,5,6,6,7,6,7,0.6140711078578872,1.0
0,-1.7528095188013115,-0.3737190221459723,-0.06833187032605334,-0.0753814595021717,0.2529919699158267,-1.02904166467266,2,3,4,4,5,3,0.9593441036445075,1.0
0,0.07440980402628411,0.48644838536125456,-0.4918477863259838,-0.05978454687041366,-0.32587676210371774,-4.093253149260688,4,6,2,3,1,0,0.6313556728944986,1.0
1,1.7122393809949816,-0.15956577645645015,0.0470527735678222,0.04676874397951247,0.02840528939805614,-0.6755926270694059,6,4,5,5,5,5,0.2888288410543521,1.0
1,0.4070614919677274,-0.46168601625477923,0.7217475246617722,0.4423626975415622,0.24281364251929097,0.9973697709603065,4,4,8,7,7,6,0.9556708111453226,1.0
0,-0.12430017061640243,-0.6373268939700368,0.22408175170038294,-0.5872994802763679,-0.13392014945588376,-0.8413686645152809,4,3,5,0,3,4,0.07715769225247707,0.0
1,-1.5579827203094418,0.6067277757488954,0.6137733462335924,0.428936803561478,0.11005177564442639,1.6804737120594573,2,6,7,7,5,6,0.9354626943625036,1.0
0,-1.0265060097079584,-0.335095845148125,-0.46900693027174195,0.11441274886378633,0.17665917587930452,-1.4208336053351327,3,4,2,5,5,3,0.933585330336215,1.0
1,1.3229938684449927,0.2784309873693118,0.2586546574859909,-0.2948280359813619,0.1712006737273749,-0.05692322388985804,7,5,5,3,5,6,0.059883247542225196,0.0
1,2.1038889942224657,0.14262628669015592,0.25779839176684194,0.06903197415961748,0.16181231874234703,-0.3467944678355461,7,5,6,5,6,4,0.7769151681149515,1.0
1,2.3944421704283347,0.22145288985774725,-0.17011624669211783,-0.008657861016533985,0.27403224896647166,-0.35823989316481564,7,5,4,4,6,4,0.6332896310473838,1.0
1,1.254216300481099,0.7055320592921559,0.3002809504223225,-0.1653254156716325,0.2365477529996357,-0.49802496019898124,7,6,5,3,6,5,0.4712354491201484,0.0
1,-0.5924041750521122,0.17221106811506487,0.2058882462128853,0.03544438389047039,0.11689032703471798,1.0781022440916896,4,5,5,5,5,6,0.47302525638611004,0.0
1,1.5769706972892523,0.1875456337877196,0.8043110035958408,0.09804011874196164,0.12177276470080725,0.31810119707398965,6,5,7,5,5,5,0.48765723003893624,0.0
1,-1.0459247614774698,-0.12132304146513144,0.6251659935071279,0.231519405317883,0.009395223143472737,2.0462615302129095,2,4,7,6,4,8,0.16087205636441962,0.0
1,0.4807278049152026,0.2599495134887156,0.20021247526511393,0.44338454946105776,0.04285888461853017,0.9380974462946121,5,6,6,7,6,6,0.817903601148059,1.0
0,1.135526898772397,-0.5993087547496179,0.021996471460591045,0.11552220284501848,-0.039875650618897064,-1.9589980355965262,5,3,4,5,3,3,0.24277426882330874,0.0
1,-1.2247122275284332,0.38732356721491623,-0.5223136898103423,-0.021298579979972643,0.3161580659260548,1.4595982606405302,3,6,2,4,7,6,0.9228455325038619,1.0
1,1.4997860162073442,-0.20407699139884347,0.23419448146191515,0.29966949117433717,0.09020989850489101,2.345755852815156,7,4,5,6,5,8,0.011203326513808985,0.0
0,0.01959903516912928,-1.0936203394254949,0.10403496012070576,-0.2214860804293373,-0.15936712739473477,-2.638254063433683,4,1,5,2,3,2,0.3303385658616569,0.0
1,0.22226330679595907,0.38380778789357006,0.24874439427529765,0.3324494705225436,0.13221154262780216,0.06921609705727272,4,6,5,7,5,5,0.8616042058395446,1.0
1,0.31923256592205534,0.5931961389183111,0.4011573231338737,0.24914659331354072,0.16375103487895368,0.3937605496605294,4,6,6,7,5,5,0.8864129985203967,1.0
0,0.7789394546512463,-0.39651760778563594,-0.655332761243073,-0.10001137241892355,-0.09814786067126201,0.7376896210568038,4,3,2,4,3,5,0.039205078831327504,0.0
1,-1.0733026581372311,0.9165946593144043,-0.14171817473752205,0.2817782448055859,-0.25538807986369105,2.3451523690451848,2,8,4,7,3,7,0.3443891043660164,0.0
1,0.6702681052235441,0.750864986628599,0.22564675423454586,0.5130148428350657,0.49143666693195515,-0.1523531561869249,5,6,5,7,8,5,0.9911259693193814,1.0
0,0.17119603975835748,-0.03274318094384726,-0.15796290417494796,-0.3915106559769563,0.1305059150022789,-0.005461714516350136,4,4,4,2,5,5,0.39062813115279804,0.0
1,0.8335189581683433,0.1314752445632932,0.26697703155385877,0.12307189238415012,0.17386898190279376,-0.37722847590564546,5,5,5,5,5,4,0.7776455304581577,1.0
1,0.5036830723928725,0.6538055285572901,0.5931079772544796,-0.34934073043935304,0.1986750053875305,2.0566511032999086,5,6,7,2,6,7,0.3641564355585671,0.0
0,-0.544016156960596,-0.5490921144306472,-0.049736031934558556,-0.10076782647866948,-0.0762308481472601,-0.08504490325969916,3,2,4,3,4,4,0.39117689055609167,0.0
1,-0.7524752325747842,0.12320076462197155,0.21863840879946286,0.005488500549835129,-0.059470205223442464,-1.1488111479561365,3,5,5,4,4,3,0.9063915481937308,1.0
1,2.1550597940314296,0.2889143264852962,0.2294190212129802,0.13324047415802806,0.11200493561625707,0.6303454984918568,7,5,5,5,5,5,0.22850858955295725,0.0
0,-0.2632722138584081,-0.41752575194719965,-0.19186825330722496,0.19911633781185545,0.015586114446382216,0.7200035530086075,4,3,4,5,4,5,0.21472318781929164,0.0
1,-1.538573886477844,0.8098465989867252,-0.024340261214195393,0.09111965550229043,0.24255594396592617,1.676325955376765,2,7,4,5,6,6,0.9567918828960925,1.0
1,0.583869725157323,0.19151266146004847,0.17366518980857806,0.2800625252571351,0.08548716473725633,1.6054644757433332,5,6,5,6,6,6,0.7362795612430002,1.0
1,-0.10472622153937187,0.5508550216834264,0.1738780942465913,0.14282936743679228,0.19186973770423957,2.0914029921159827,4,7,6,5,6,8,0.5107304094717849,1.0
0,-1.3319923473907131,-0.7543254685596869,0.2923778119608002,-0.13889650619401236,0.07596869826368086,-2.3292178992263555,2,2,4,4,4,2,0.9307447041297894,1.0
0,-0.5981131182004796,-1.8430892017977483,0.20830573057398472,0.15615544915051857,-0.08834773533399734,-0.5883991443510376,3,0,4,5,4,4,0.32236675116052244,0.0
0,-0.705201434586798,-0.0988465521561363,-0.36111984053120105,-0.005946096668606932,-0.27758526694517416,-1.0859138650358666,3,4,3,4,2,2,0.5136752131925094,1.0
1,-0.4471534896532501,-0.5046396648168423,0.292296204305438,0.14253642816080647,0.2534383832071674,0.5939027816090878,3,3,5,5,7,5,0.9625753291707309,1.0
1,1.3177039833626711,0.675348766627104,-0.10098333742567545,0.21078793662850914,-0.1526045549091897,2.293339674240502,6,6,5,5,3,7,0.010164715960976735,0.0
0,-0.5355155502308938,-0.07634228020730033,-0.2116394406411929,-0.1765947463106319,-0.1551760212010661,-0.9761939578462082,3,4,4,3,3,3,0.5483958868238555,0.0
1,-0.14439712930926335,0.5828223848433609,-0.0392038869301185,0.21279786561479686,0.10427367775322292,1.7077681317054503,5,7,5,6,5,6,0.55618727272541,1.0
1,0.574848450010402,0.49796737061432494,0.108456493832956,0.15751179217849953,0.06265998605653897,-1.0230813342928555,5,6,6,6,5,4,0.8935296162409241,1.0
1,0.06416718863929693,0.07074045117955977,0.19865601340975747,0.18910162872983144,-0.030206400494877807,1.7669235969455914,4,5,5,6,4,6,0.25744401832924735,1.0
0,-1.357288860824766,-0.9733105739135183,-0.450364858421299,-0.17261251659127355,-0.33214407353183334,-0.8785021311325995,2,2,3,3,2,4,0.08670930198350062,0.0
1,0.5027396888617598,0.7635101537565858,0.6920300493570558,0.6870762856392105,-0.12181553899188786,1.4562319058509694,5,7,7,9,5,7,0.5959167606145835,1.0
0,-0.05706988751141295,0.0855409558068689,-0.196254298196345,-0.06975695625936223,-0.08781148355680808,-2.4749192955940007,4,5,4,4,4,1,0.9678422921178265,1.0
1,0.06738454286011139,0.352311720826069,0.6551972674062518,0.29629679195993563,0.13240215438128156,2.1350788690059463,5,5,7,7,5,7,0.2869429390196333,0.0
0,-1.4834660217645013,0.7838526247242464,-0.6206098755064968,-0.21558928690903678,-0.11329861783666542,-0.16214298081152767,2,6,2,3,4,4,0.8054273079837402,1.0
1,0.717584642292786,0.3871759096224895,0.26364221442633534,0.07494013766267109,0.1440078296367636,2.0202345524979926,5,5,6,5,5,8,0.0645813108026849,0.0
1,0.8021183562945848,-0.22514469798960884,0.7387661340735608,-0.12010157831425824,-0.22317667423404508,0.5465712338974411,5,5,7,4,3,6,0.04640314196669022,0.0
0,-0.3643046789750263,-0.2780807696040475,0.1303034070896551,-0.2589834684386595,0.2540605376444939,-1.6240154553698218,3,4,4,3,6,3,0.9780485305219672,1.0
0,-2.0580931918524805,-0.3959822891281514,-0.42703372562583575,-0.22815421254151347,-0.07762785997686693,0.4099681616804569,1,3,2,3,4,5,0.47473055261819497,0.0
1,-0.010731161138760992,0.7486439039043286,-0.46778360260483215,0.17577992496534184,-0.028314534942927263,1.0679816419126458,4,6,3,6,4,6,0.2476210767554279,0.0
1,1.4780743245537546,0.3261550429479874,-0.4340653077114174,-0.0779642329529566,0.3191903387284984,-0.1233109029775068,7,5,3,5,6,4,0.638756807202315,1.0
1,0.7781003362014796,-0.2879897634018741,-0.14521260571845424,0.324513975138756,0.3505861032015646,0.2877008260744457,5,4,4,7,8,5,0.9756393453394748,1.0
0,0.5788185949119725,-0.7596393387497256,-0.5221580979618353,-0.7615221399188105,-0.0682121894992866,-1.4412348964633916,5,2,2,0,4,3,0.11545988845983916,0.0
0,1.0872887240627784,-0.5608954292673214,-0.21261033851211064,-0.03316539358148181,-0.001331315321791704,-1.5061843966107877,4,3,3,4,4,3,0.5752555743266904,1.0
1,-0.9586019743584413,0.749603530582964,0.6359294716503704,0.5005532037545918,0.02678641905721162,0.042743638437419906,3,6,7,7,4,5,0.8575641681412014,1.0
0,-0.9757330488996243,-0.05532000116931972,0.31397904451125497,0.3380467458378064,-0.21996711926083257,-1.6425828424631832,3,4,4,5,3,3,0.6666998201410045,1.0
0,-1.3556853001135,-0.33760920456428634,-0.5289779990676502,0.2469001694251498,-0.15484303079946754,0.3583760665323368,1,4,2,6,2,5,0.20515698553382608,0.0
1,0.5651224812840052,1.3964904353326146,0.4407707220699811,0.3631221543281247,0.3386618563498278,1.5321665317914037,6,9,6,6,7,6,0.9496684511776526,1.0
0,-1.2549795681457787,-0.7941748462890037,-0.5827339723081684,0.16759574360005666,-0.03039215089629499,-1.3918736102986964,2,2,2,4,4,3,0.7518612307293544,0.0
0,-0.6840921450658801,-0.7109389375891673,0.001561177777560189,-0.297530023651646,0.010112010478193057,-1.4560811329148073,3,2,4,2,4,3,0.5856060831812364,1.0
0,0.12223868279673457,0.029225211909823745,-0.5693784109762614,-0.026216874907449284,-0.06347699161940618,-0.8361722071042972,4,3,2,3,4,4,0.22971664371487063,0.0
1,1.6330481898128533,-0.15841296346783348,0.21235380329548575,0.2990557441844961,0.042783434647862384,-0.11424921255710152,6,4,5,6,5,4,0.5953734336992966,1.0
1,1.2623132220932833,-0.3579069412339968,-0.6835015852178615,-0.10395274796921554,-0.060663632165424336,2.108383631507673,6,3,2,5,4,7,0.005193925328063161,0.0
1,0.14773760669202385,0.9481424006174377,-0.306842108780106,0.47374448117956036,-0.07296048912630154,-0.7433477338356269,4,7,3,7,4,5,0.640097958206505,1.0
0,0.8022393770356357,-0.48023704678822593,-0.25686173390130007,-0.39829189640223017,-0.08850549983995193,-0.3015483768461106,5,3,3,2,3,4,0.04109628851486196,0.0
0,0.28542125490310355,-0.6642266170924427,-0.03951571373408132,-0.20265242354502194,-0.022717141670264996,-2.442518119686488,4,3,3,3,4,2,0.7486687846439074,0.0
1,-0.21063220998156246,-0.5904396603640045,-0.22090283029746963,0.04062701025164908,0.1559010890886957,0.8734046854564078,4,3,4,6,5,6,0.29234123861964206,0.0
1,-0.158326064227363,0.9409104699523753,0.007094229834326661,0.1349889736844894,0.13344065288156814,0.32019655800281654,4,7,4,5,5,5,0.8180906383977696,1.0
1,2.9215379300102766,0.22593714086912797,-0.22640045366045075,0.36725200826123167,-0.26929210958831046,0.9599824719026357,9,6,3,6,4,6,0.009113546252897278,1.0
0,0.2711057359375754,-0.18059871610434436,0.11292123287529778,-0.1175427163129361,0.1841296937540423,-0.7865314308868896,3,4,4,4,6,4,0.9529578634800081,1.0
1,0.738474369116028,0.8202933541065978,0.21237982123079524,0.12541082109381652,-0.11701623528440125,1.696499597467983,5,7,5,5,5,6,0.49403776688130874,0.0
1,1.9182720859991964,-0.42268374464892056,0.11491101917137861,0.17441746621417925,0.016858966418403072,1.1074373825734098,7,3,5,5,4,6,0.013994462161512289,0.0
1,2.4087927899402444,0.3751363216963795,0.5484420080983428,0.45547709872923947,0.03256741373366998,-0.33803460453291057,7,6,6,8,5,5,0.5393354878776108,1.0
1,0.7284404675815541,0.5674143995493486,0.4267351753131686,0.008149266944773498,0.15436492935961665,1.9444678611064043,5,6,7,4,5,7,0.22112735913284023,0.0
0,1.0769459040886538,-0.4699398410423077,-0.660469383683078,0.0857190908945316,-0.10933406432256419,-3.2792519974544856,4,3,1,5,3,1,0.726247190981178,1.0
1,0.004183546314742825,0.31565083260752785,0.6123444906881398,0.19615687347231836,-0.018469442950997284,1.630099196549565,4,5,8,5,4,6,0.34727436073271817,1.0
0,-0.5564522997124393,-0.39384611846762857,-0.2912296698715088,0.06239840239180106,0.2874108753523069,0.3446389927620104,3,3,3,5,6,5,0.8312576114254466,1.0
0,0.7033236140706509,-0.996799054473013,-0.19524444598955382,0.00657488576977569,-0.32886641822298585,-0.2569072545157939,5,2,4,4,2,4,0.01754124066553023,0.0
1,0.5172130144093194,0.381558655463428,-0.4939265197676471,0.02387937558543493,-0.1443694932425473,1.3914548576967727,5,5,2,4,3,6,0.015480819373356833,1.0
1,0.4050350283253772,0.4443790107579799,0.2404804687757465,0.12099517337452044,0.00328886423420296,1.2602939322637332,4,6,6,6,4,6,0.39328281610512816,0.0
1,-0.2399741430391431,-0.5956943376712971,0.28586367579640104,-0.09178502403758612,0.20088124945225516,0.18450023526831227,4,4,6,4,6,5,0.8464659836140299,1.0
1,-0.17958358933806834,0.5475864884615087,0.030487849280249987,0.17035732526042907,0.06719353512678652,0.2597184558099819,4,7,4,5,5,5,0.8180906383977696,1.0
0,-0.02526116062806744,-0.3863822826317569,-0.0739106985695491,-0.08299845898026086,-0.09201776596359819,-0.3893688396202909,4,3,4,3,4,4,0.3190717860893638,0.0
