x1,x2,s,y1,y2,y3
-0.3967977936400915,4.106093664020982,0,1,1,1
-3.594329230791237,-3.6450805763471403,1,0,0,0
1.7513913575590134,-2.9965052810572237,1,1,0,0
0.22511506181290858,3.3915097882136394,1,1,1,1
-3.3573767256573133,0.1912742987066458,1,1,0,0
2.298758766734248,-2.1899292684278437,1,1,0,0
0.9541361847137305,-1.6319859210586645,1,1,0,0
-2.369373180823104,-2.5891044045803224,0,0,0,0
1.1938129624959077,-5.550692495074364,0,1,0,0
4.5809341410610775,-6.239549778287079,0,1,0,1
-0.13097675028896597,-5.279480789552044,1,0,1,0
-2.481249199112455,-0.6085667075860531,0,0,0,0
2.234610631073329,-1.3950135285536505,0,1,0,1
-4.023760638489418,-5.893157725298987,0,0,0,0
-2.6256993490995835,6.396399792967598,0,0,1,1
1.6627021159695365,6.3449079574600615,0,0,1,1
0.8052510622600704,3.232478229326828,0,1,1,1
1.9706350178797338,-2.6438366059406917,1,1,0,0
-2.783010538808439,-2.8578172858591167,1,0,0,0
-1.6001649521692025,-6.977564496188629,1,0,0,0
-1.6456566485885635,-5.171937224018462,1,0,0,0
-0.42241196726304,2.517676769046499,0,0,1,1
1.9213867969213194,-3.458900089492107,0,0,0,0
1.380858048766098,-1.3778136758375323,0,0,1,0
1.9842736570370116,3.0272478273138104,0,1,1,1
0.5934663449882267,-0.7040420223792491,0,1,0,1
-1.5074089323612017,1.4742140620333477,1,0,1,1
0.615465149358864,-3.743924012527026,0,1,1,0
0.42993118125218704,-13.967426366396504,1,1,0,0
1.2450382806099953,-7.6691526031987145,0,1,0,0
-1.7916315208216542,-2.252358952198601,0,0,0,0
0.7628325084183417,-2.921979098433808,1,0,0,0
0.19733490763159134,3.21131801882264,0,0,1,1
3.126809490057859,1.255586666431729,0,1,1,1
4.3062395851411654,-11.873554258966841,1,1,0,0
-1.2511140702185066,-2.09054965805935,0,0,0,0
2.7957925221734707,-7.929280636936232,0,1,0,0
-2.2671856512769177,3.783177544511658,0,1,1,1
0.743622162994987,-1.1366962918546992,0,0,0,0
-1.207679105592302,0.5502489257044894,1,0,1,0
-2.1697121189228903,2.739225179735098,0,0,1,1
3.5493171219466664,1.2182714630603297,1,1,1,1
0.4133810234160066,-8.111214569011373,1,1,0,0
3.9335279438694797,-3.5213628875915397,1,1,0,1
2.0194237096234287,-4.380005725163237,0,1,0,0
-2.135484022038213,-1.096531746970753,0,0,1,1
-0.8446296482505414,-1.3154597641772603,0,1,0,0
4.487203789165281,-6.203339951752915,0,1,0,1
4.046943899539948,0.727856482315548,0,1,1,1
0.33172704530707464,0.7031544564109256,0,1,0,0
-2.3899736105373206,-3.291659353662161,0,0,0,0
0.26314793581613743,0.5266761041135539,1,1,1,1
-2.8122095427820217,0.23575587292115574,1,0,0,0
0.836796022618385,-1.099362367637506,1,0,0,0
-0.9604840834764466,0.1424071652801906,1,0,0,0
0.5422255928934298,3.156607064899865,1,1,1,1
-1.2252514777498713,-0.5151089548942712,1,0,0,0
1.3987609671756343,-0.39733380263690243,0,1,0,1
1.0623567330713906,-4.699144553543083,0,1,0,0
-0.24081327732881946,-4.405463328744409,0,1,0,0
0.08804455235069594,-7.695184548010663,0,1,0,0
-1.9125168448645655,-8.147393468873,0,0,0,0
1.994235961583519,-5.702615346349958,0,1,0,0
0.03784420776438947,1.1003380574892576,0,0,1,0
-1.9745733869153048,-5.60918750830185,1,0,0,0
-2.7303257544503374,-1.5538058774295587,0,0,0,0
-2.7503689586344815,-6.982287671842753,1,0,0,0
3.094062993981689,-0.13990160696138942,0,1,0,1
-1.3198854102046753,-7.125838620414525,1,0,0,0
0.7190087991420203,-4.656408721026601,0,0,0,0
0.1989089140614235,-6.03724637488891,0,1,0,0
0.9759453653260092,-1.7889550346866718,0,0,0,0
-1.5563670429122445,-8.896522909101805,0,0,0,0
3.1525979452554354,-2.3233361008749505,1,1,0,1
1.4020826823301942,1.154246306365526,0,1,1,1
-3.0616069947989852,-0.801279628407325,1,0,0,0
-1.1892995394408108,-5.6040290065031275,0,0,0,0
2.4427699189183967,-0.3196968667925504,1,1,1,1
-2.5263458241703085,-5.250037544434917,1,0,0,0
1.0820164399196153,-3.674776118731107,1,1,0,0
-0.32650989766635746,2.1028956203567226,0,0,1,1
-1.9143161965508206,-4.621119473560256,1,0,0,0
0.5423403692746218,-3.0916483943633657,1,1,0,0
-2.2044603818141812,0.11725737331596453,1,0,1,1
0.6600702290206233,-1.4125705671205144,0,0,0,1
1.8264038485043552,-2.8240424136069837,0,1,0,1
2.809091029879424,-3.4928464743444385,1,1,0,0
-1.708322521628709,1.4207341245184577,0,0,1,0
4.084144299653908,-0.395040591920105,1,1,0,1
-1.0218523624645262,0.12852132433299257,1,0,1,0
-2.8111200947837798,-3.9889018870202233,0,0,0,0
0.2638235115748244,-3.4593128753890676,0,0,0,0
-1.5455437659564042,-1.4340340520765418,0,0,0,1
0.2926088920020885,-5.047518415485751,0,0,0,0
-0.18422422938391184,-7.041110335068793,1,1,0,0
0.8281827075871901,-1.942362011232829,1,1,1,0
-1.7205249039150377,5.394785102669047,0,0,1,1
-0.7301104330925153,-1.4695300067273676,1,0,0,0
-1.1231574992064417,-0.7246730522863477,0,0,0,0
-0.09668924755963923,0.2794137527460343,0,0,0,1
0.6175024836732262,-4.180503590909186,0,0,0,0
0.32928761905279524,4.000901681787589,0,1,1,1
1.0465234773761538,-5.2332649609076896,1,0,0,0
-1.814600243050654,-3.9144817440763626,0,0,0,0
2.8667050057639836,-0.5397722828131252,1,1,0,1
-0.5536459895477767,-1.5445425093626683,1,0,0,0
-0.0666385656903059,-7.101024832511768,1,1,0,0
2.8523175040385325,-4.237606224561705,1,1,0,0
-0.022291223683682502,-4.597180321947218,0,0,0,0
2.8223441277792234,1.771910429019223,0,1,1,1
1.533839339322398,4.4876439740833085,1,1,1,1
0.14917281308710706,-1.3930464693014524,0,0,1,0
0.31791734825128654,2.002036612565533,1,1,1,1
3.588897610450147,-0.6283864515133241,0,1,1,1
-1.796643942864032,-3.7664120985508163,0,0,0,0
-0.6833561951917612,1.5041012167590808,0,0,1,1
-0.7863063895082257,-3.1951529941979055,0,0,0,0
-0.578010421908466,-1.6891108627849887,1,0,0,0
-0.3675114604999845,0.9086539583042552,1,1,1,1
-3.482045616717803,-3.4728575484419912,0,0,0,0
0.9608489922355735,2.3637444738388047,0,1,1,1
1.8683594969994497,0.056008562613916624,1,1,0,1
0.0029420004908216127,-4.256193717671885,1,1,0,0
0.3129525138925979,-1.7405515420147408,1,0,0,0
0.9366098153791834,-1.1109964920888555,0,1,0,1
1.5289949060670671,-10.988775486052061,0,1,0,0
-2.086258996070711,-4.565310395854333,0,0,0,0
-3.384740874948217,0.7201917696417364,0,0,1,0
0.7558202034769501,4.102756137772006,0,1,1,1
-3.784723786634683,-5.549828610975225,0,0,0,0
-0.5975192011398719,-1.6539066329558132,0,1,1,0
-1.2865152035774776,-2.3407552551870494,1,0,0,0
-2.802694586078621,-9.84653991768217,1,0,0,0
0.48240792843790503,1.5201987210235517,0,1,1,1
-1.1784579730202995,-0.16880713038218098,1,0,0,0
-0.18331881620076637,2.0533554479873706,1,0,1,1
1.0815471706007804,-4.583137202826261,1,0,0,0
-0.8975340262109983,-2.404489879055825,1,0,0,0
-3.3690345108497657,2.045172778485872,1,0,0,0
-1.634986195232453,3.530976869984153,1,0,1,1
0.567539108766691,-6.101751079274038,0,1,0,0
2.5946841781857812,-5.315217681090256,1,1,0,0
3.4735499139534216,4.139808553584585,0,1,1,1
-0.6333105901042139,-1.0009219158271503,0,0,0,0
0.3683625294070926,-3.084741778999268,1,0,0,0
2.41970025282061,-3.1218898285626855,0,1,0,1
0.8340870059352071,-4.930680818301599,1,0,0,0
-0.3244368951533817,-3.886683422153239,1,1,0,0
-0.586970109778755,-6.074565583367399,0,0,0,0
-1.3158521850735905,3.5790590012572157,0,0,1,1
0.8615422698912829,0.9024208069323043,1,1,1,1
-2.7608615046145384,-5.591420163216856,1,0,0,0
-3.925464018281504,-3.5383805317854296,0,0,0,0
0.04270244768709722,-5.525462086714201,1,0,0,0
-2.3164063703680577,1.0688437733177034,1,0,0,0
1.4318777868739834,-3.3133497285540674,0,1,0,1
5.361141681538001,2.2471808650159555,0,1,0,1
-0.2891336338674719,-1.4950061768460536,1,1,0,1
-2.3768488431660386,-5.577004598020518,0,0,0,0
-0.11070509604477914,4.439702394799816,0,1,1,1
1.303562523401232,-7.5236454062855485,1,1,0,0
-3.164988955963517,-2.253796328520273,0,0,0,0
0.6963384704836173,0.783154117526295,0,0,1,1
-3.2591672054968766,2.6497791869236407,1,0,1,0
-5.082477615376449,1.8703551858279215,0,0,1,0
-0.6531219553584154,-8.024878030614133,0,0,0,0
1.2469072188487649,-7.059124075584827,0,1,0,0
1.9335360223329203,-6.726086091690403,0,1,0,1
-1.5109254527312668,-0.543651678505603,1,0,0,0
0.07623600035880072,-4.000983690228695,0,1,0,0
-3.588458542979442,0.6765790094320319,0,0,0,0
-0.9664990849582148,0.54349928756967,1,0,0,0
-0.7824341043480325,4.348856683121678,1,0,1,1
0.6382368001725648,-2.3198422069211837,1,0,0,0
0.6145295610111821,-2.196027350032135,0,1,0,0
2.559624041256044,1.8501916565853058,0,0,1,1
0.09026803086402055,-3.4831819781808373,0,0,0,0
-2.5973734443261804,4.062135868295752,0,0,1,1
0.9961048093657134,-8.156691940664693,0,1,0,0
5.2858714420294834,-5.813444363267119,0,1,0,1
0.16993627407541534,1.457218132532105,1,0,1,1
-3.6600571008556204,0.13229859738467487,1,0,1,0
-1.9423413296487815,1.1905468742723753,0,0,0,0
-0.41388942111458205,-1.5237096233329273,0,1,0,0
1.5413461089266867,0.003709703069920689,0,1,1,1
0.4196989558461106,10.216384967055445,1,0,1,1
1.5416739208098733,4.490860109278254,1,1,1,1
0.19840972506300486,-1.2092884035848406,0,0,0,1
0.9537967378444449,-3.8363741871796773,1,1,0,0
2.247810611228878,3.8762974986937078,0,0,1,1
-1.9052899056307755,-2.393704448778784,1,0,0,0
0.17506294184334173,0.6537480014181547,1,1,1,0
-1.045238832796956,-2.5249307919817556,1,0,0,0
3.175523047490735,0.23247491779573326,1,1,1,1
2.741978012582243,4.6237294041152985,1,1,1,1
-0.3863534030996798,-1.5874796351563194,0,1,0,0
-5.989225720455238,2.070832611494801,0,0,1,0
-2.5583222140565165,5.708968919162189,1,0,1,1
0.2104642741185517,-5.209451712291865,0,1,0,0
2.870098773578309,7.29318535468197,1,1,1,1
-0.9047005511381834,-3.486432838918068,0,0,1,0
-1.5606088130030789,0.8812012307691712,0,0,1,0
0.024463967277634772,-1.4254905173545782,0,0,0,1
-2.2920008530148865,-4.63874964571778,1,0,0,0
0.048581828275560776,-5.096451753706155,0,0,0,0
-1.5129870577614966,-4.57539663869924,0,1,0,0
-2.029651815468882,-2.069791475155365,0,0,0,0
3.699182493359273,-4.761102644545835,1,1,0,1
0.8696159154623159,-9.578160341546885,1,1,0,0
1.5081913273124854,0.027296038477535367,0,1,1,1
0.19443846400583606,1.0778081336441692,1,1,1,1
1.0019844643598932,-0.2577411583180862,0,1,0,1
-2.307900727304019,-3.3520870164362035,0,0,0,0
3.666870723631357,4.911454517508544,1,1,1,1
-0.7396023326076064,0.4480613039215178,0,0,0,0
1.2861090906785855,-0.9937247938769002,0,1,0,0
0.050771208812917974,-1.0373397038146137,0,0,0,0
0.9581904481964572,-3.801023979224472,0,0,0,1
0.5046628627690425,-2.872940217820413,1,0,0,1
1.8818352291502267,-3.2148082623433156,1,1,0,0
1.3982723074373875,-2.5266005419219235,0,0,0,0
-1.480273581479027,0.39395304666584874,1,1,0,0
3.169641054698036,2.8943265929245863,1,1,1,1
-1.0431593559867463,-1.225603090077358,1,0,0,1
-1.936164235329156,-0.5175342883928968,1,0,0,0
0.9146192934416225,-3.425570496190533,1,1,0,0
2.5144393016579882,-3.4184920602952262,0,1,0,0
0.4516809572053802,-0.3483382711388865,1,0,0,1
2.5348233096373134,-3.3475752614171386,0,1,0,1
-0.6009575711708446,-7.207750741707966,0,0,0,0
0.34742370597404687,-4.194656685236559,1,0,0,0
-0.11985600534218124,0.5331967423758925,0,1,0,1
-1.335425441141118,8.982295384072957,1,0,1,1
0.7289624984810111,2.716711635755691,1,1,1,1
1.6889086132091726,-0.4995443724674977,1,1,0,1
-1.5935506126126018,-5.089638014525348,0,0,0,0
0.43679414625987406,2.59665973109228,0,0,1,1
1.0046564801495592,-3.0101876762371544,0,1,0,0
1.2329186252523106,0.1970104724034809,0,1,1,1
-1.5845733236122899,1.9364167711421225,0,0,0,1
3.122559197911614,-1.156627578630192,0,1,0,1
1.463317854060785,0.32465444542053357,0,1,1,1
2.6487174999916783,-4.1066248362311235,0,1,0,1
3.0961336027574773,3.844940363250484,0,1,1,1
-2.4257356324180495,-5.587653297707713,1,0,0,0
0.8104081606457761,-4.051362225894337,1,1,0,0
2.0171945737202073,-8.241528419484908,0,1,0,0
2.6582825654911066,0.8816926270548922,0,1,0,1
2.6500281057736306,-2.1201432324733034,1,1,1,1
2.770523093444461,-6.539149373621081,0,1,0,0
1.4173905462208531,1.9113190730974718,1,1,1,1
-0.8126062608901251,1.600093052896681,1,0,1,0
-2.965766715148085,-2.704379146093655,1,0,0,0
1.198738745044594,1.219776024463822,0,0,1,1
0.13503371434864972,-3.863028611639848,0,1,0,0
-2.7561669341281543,0.7910054674288634,0,0,1,0
0.3864271064673929,-6.00635770348799,0,0,0,0
0.17316636033083818,-5.152486150275281,1,1,0,0
2.303467949561598,-3.454264883018503,1,1,0,0
-0.1171731022677217,2.914775829848601,1,1,1,1
-1.2627519768987776,-2.493677226820153,1,1,0,0
0.10314988553977808,-2.9806566580548104,1,0,0,1
1.0801889210496118,-5.436836009091393,0,1,0,0
0.6541324182420442,-5.473028869750209,0,1,0,0
-1.7927394451043603,-4.944862213594567,1,0,0,0
3.424610442686593,-1.892644844823722,1,1,0,1
2.2555672602556047,-7.086140950292629,1,1,0,0
1.9818183473696904,-0.24389723271758745,1,1,1,1
-2.0629649206305154,4.447129896342523,0,0,1,1
2.4760138719168796,0.5902304079952478,1,1,1,1
-1.9867227508462708,-2.1292211531222627,0,0,0,0
-3.209477059721974,-2.234363053882217,1,0,0,0
0.32132237963954563,-0.13029059485268957,1,1,0,0
1.0580904766688632,-11.250257436797424,1,0,0,0
2.0279443082243227,4.316142995356668,1,0,1,1
-0.33951658780497096,-1.949775024077153,1,0,0,0
0.5019962320166479,-2.4381521396350014,1,1,0,0
-1.7871488046283825,0.030392546893851513,0,0,0,0
-0.6513389376403483,-2.0697816700374774,0,1,0,0
3.4717579953714264,-7.287761339023234,0,1,0,0
0.5174328804594921,0.8738636784129565,0,1,1,1
3.236108538000451,0.17809643370456607,1,1,0,1
1.3145353806095545,-2.297120219658368,0,1,0,1
0.1197893662325521,0.36516017420075797,1,1,1,0
-1.321217187953984,0.8342797076372159,0,1,0,0
1.9450715782850738,-4.856517611368854,0,1,0,0
0.9367704685541033,-4.549446146910437,0,0,0,0
3.844649510888797,-1.511504410636004,1,1,0,1
-1.0378004088497041,-1.9573406394895072,1,0,0,0
3.733366296663254,-5.099545906973937,1,1,0,0
2.829748271844845,0.4112342504658777,0,1,0,1
1.6357236623699916,-3.1552159561986604,1,0,0,0
0.6497392315923721,-1.8960332451363096,0,1,0,1
-0.2975323044673585,-3.57471474915437,0,1,0,0
-1.705171694341294,-6.7013873288733565,1,0,0,0
1.7419235643432391,1.515462734249203,0,1,1,1
-1.2943628636955213,-8.392913002865292,0,0,0,0
3.321215119789028,6.307044049071255,0,1,1,1
-0.15130094117684578,2.819724868570143,0,0,1,1
0.06253509405513896,-3.5989678198488813,1,1,0,0
0.49329791050489236,1.7493343573673243,0,1,0,1
0.6357701944763632,2.0361087897053047,1,1,1,1
-1.5242290238449963,-4.828744136600248,1,0,0,0
-3.2648466041359665,-4.930810492187576,1,0,0,0
0.4106651275559194,-1.2357589528540296,1,0,0,0
-1.591001100106582,-4.69837399868196,0,0,0,0
-0.3506328046540399,0.68262929388011,0,1,1,0
2.023684865988378,2.3749775724445814,0,1,1,1
1.7849477746630606,-8.347880656376885,0,1,0,0
-1.9142949463020336,0.3458755097645596,1,0,1,0
-3.636155260767139,-3.4233813634909165,0,0,0,0
-0.8245435092090858,-3.5867860997912615,1,0,0,0
1.8428167956211625,-6.309901232817731,0,1,0,0
0.4260343348597747,-2.199293486471068,1,1,0,0
-1.3591860850882882,4.299390101444875,0,0,1,1
-1.285905106705781,-2.590130993951038,1,0,0,0
-0.46220321518599305,-2.3457531633822266,0,1,0,0
1.1360147184528402,0.32167996374723806,0,1,0,1
1.5149366601228078,0.4283224346888044,1,1,0,1
-0.3364284455341482,-2.0224815839804777,1,0,0,0
-3.9972789511667455,1.1565761974346018,0,0,0,0
-2.682993451166085,-2.0392898043774164,1,0,0,0
2.8026896625839193,-10.215726080779637,1,1,0,0
0.47973421179055714,-2.7000266360470278,0,1,0,0
-1.1328797074644386,4.5465573995372734,1,0,1,1
0.45116332713760704,-1.4299375468871267,1,1,0,1
-0.801972315792802,7.5171347952198495,0,0,1,1
2.5183342592216276,4.1576601709160945,0,1,1,1
0.6566025900015108,1.3520649188437508,0,1,1,0
-0.09864814029514518,1.3143422185735534,1,0,1,1
1.3241485779994127,-3.8740812693901034,0,1,0,1
-2.0136635045979676,-3.369764038503625,1,0,1,0
-0.8207635873157412,-4.018601707760725,1,1,0,0
-3.1159970563667927,-9.155202818679925,0,0,0,0
-0.8080645877018743,2.142582688919881,0,0,1,1
0.032676168225784986,4.445597013865538,1,1,1,1
-0.49358711557750357,3.045552310158958,0,0,1,1
1.6183605937063255,-3.07026903186061,0,1,0,0
-0.8024694198223649,-0.20657387407896555,1,1,1,0
0.8128309873524124,-6.959032920329729,0,0,0,0
-1.0751667371161238,-1.637900184353593,0,0,0,0
1.4082220442831643,-1.7546459551581977,1,1,0,0
-0.9922046679651247,2.969133862752761,0,1,1,1
-0.4326879565914522,-4.964675196029889,1,0,0,0
-1.5647339338041795,-0.1944996410920372,1,0,0,0
1.0783225482283931,-2.863497642277883,1,1,0,0
3.2005356374975182,-8.721006754521685,0,1,0,0
1.761022398354221,-2.700014307751181,1,1,0,0
0.8452572434176513,2.9596982379611196,1,1,1,1
-1.9976975921907363,-0.9367573924870564,0,0,1,0
1.375762782349509,-6.497354059446169,0,1,0,0
0.4485044419313638,1.3354383014685611,0,1,1,0
0.4780672024935298,2.2165805910747642,0,0,1,0
2.992279273903264,-8.5989792607546,0,1,0,0
1.5716076536623451,-2.6156571004129594,1,1,0,0
-1.07826527350598,-6.768699155223177,0,0,0,0
4.679249612040116,3.3663108549717613,0,1,1,1
1.326516179358348,4.671185353172207,1,0,1,1
-1.6430996512062652,-10.27473340677864,0,0,0,0
4.641599678560596,-8.171119571536948,1,1,0,0
-2.3961857603820764,-5.868871765362494,0,1,0,0
-2.1224445748918184,-4.333540209352428,1,0,0,0
1.957134594892086,1.6681659936918969,1,0,1,1
-0.5367454704187624,-7.026980037979941,1,0,0,0
-1.0144689237898452,-3.229727914313779,1,0,0,0
1.9246834896286904,4.0882612052549705,0,1,1,1
-1.070540329065689,-3.6146826357419544,0,0,0,0
1.1259794371722556,-2.317355747612189,1,1,0,0
-5.604405596783426,2.254340544999073,0,0,1,0
1.853116601934193,-1.676179589503765,0,1,1,1
-2.2392564673609088,6.547457052506246,1,0,1,1
0.11034270956046348,-5.363815435367479,0,0,0,0
-1.2623838834937142,1.9485922275370693,1,1,1,0
2.8385100918219024,-2.2138272595890527,0,1,0,1
1.9200954822998557,-5.6424229255379785,0,1,0,0
-1.728089982204739,0.23135048599997576,0,0,1,0
3.3631534325346553,-4.940613539698653,0,1,0,1
-0.5171452633535425,-5.754782364102192,1,0,0,0
0.4561066502481344,-1.8232464517749638,0,1,0,1
1.0578872368331644,-4.113138807711556,1,1,0,1
1.3928773467828786,5.1554924977509184,1,1,1,1
-1.6782483811985474,0.556016719264254,0,0,1,0
-0.12410625159666806,5.343346330186622,1,1,1,1
0.3943621103947348,-10.720667420174083,1,1,0,0
-1.000819334608528,-2.2948602466831947,0,0,0,0
-0.6642045546976503,1.0341356098416017,1,0,0,1
-1.847824031620004,-1.8762498014504145,1,0,0,0
2.552150692012375,-8.065394435292117,1,1,0,0
1.1980790527523681,1.4157194695409574,1,1,1,1
1.7641131987260212,-6.3871053387790875,0,1,0,0
1.7380126856375222,-1.7279162199109588,0,1,1,0
0.9444943001756975,5.690157548503619,1,0,1,1
0.061203648677035614,-2.7238103003935676,1,1,0,0
0.7686468104224906,2.781440067892696,0,0,1,0
-2.8982352214738607,4.973837296927898,0,0,1,1
0.8820658145463027,3.870488042041413,0,1,1,1
1.5079829339569593,4.720456128236271,0,1,1,1
-0.5191539636680789,6.639050176084615,0,1,1,1
-0.6312062467717164,-1.7459790571395446,1,0,0,0
0.7781879377314411,-1.0766614255328852,0,1,0,1
1.75877988382674,1.4262063274486159,1,1,1,1
-0.14933595650229914,-1.3356710954244817,1,0,0,0
-0.20642550292341516,-6.422184182581547,0,0,0,0
-0.029554439319689554,-3.4976670440881534,0,1,0,0
-0.22955064954159635,0.7165103133070789,1,1,1,1
-0.22845110290036041,-5.39666974017196,0,0,0,0
-1.5334097090738006,-3.6923487498901424,0,0,0,0
0.8257416408923494,-1.108996790311259,1,1,0,0
-2.2092331950529416,-1.5016693056504806,1,0,1,0
2.0831367776371637,-2.3993062450806057,1,1,0,0
-0.07148546709634697,-6.2730313338961565,0,1,0,0
0.8077920416719476,-8.723745050413687,1,1,0,0
-0.5832839727036891,-1.9266106946409005,0,0,0,0
-0.17122990846099417,1.4251744833614741,0,0,1,0
-0.8118834543769669,0.17141481286930382,1,0,1,1
0.5979549122380352,-4.397245276924491,0,0,0,0
4.342329898636332,-5.000618995655666,1,1,0,0
-1.0200590795112339,-7.22719111226015,0,0,0,0
1.8774937513646202,0.43336740712228705,0,0,1,1
-0.1140857353243763,-1.5750682221595718,0,0,0,0
-0.37341822361955845,-0.008495964590249816,0,0,0,1
1.0426074965514274,5.937385335406513,0,1,1,1
-0.8969300124081185,2.5550021899930426,0,0,1,0
3.34797141402142,-5.4592901981884765,0,1,0,0
0.4311061075773696,-2.0143502012654424,0,0,0,0
-1.8382268897398875,-2.231619923427804,0,1,0,0
0.00514236486302005,3.7566177352557952,0,0,1,1
-3.9170979102730774,-4.667026062573857,0,0,0,0
1.3567601976809407,3.0118264997335222,0,1,1,1
1.8153975959757973,-0.87763706012441,1,1,0,0
-0.12348660291580214,3.869414765031813,0,0,1,1
-1.9963834564637282,-4.2972717638883635,0,0,0,0
2.1627520689163795,1.3786726821493267,0,1,1,1
0.8308012523422537,4.028727553572554,0,1,1,1
1.2502373128674604,4.432514511895256,0,1,1,1
2.6371020361816733,2.458717767743561,0,1,1,1
4.028120309836936,-2.8351638414142566,1,0,0,1
0.568629037995889,-3.140874771121315,0,1,0,0
3.3638434801462753,-4.4898927122615175,0,1,0,0
-3.2859305870612183,4.187902237169859,0,0,1,1
1.4607035807540387,3.71272384659373,1,1,1,1
1.53754128879895,-3.8876684471327776,0,1,0,0
0.6610654864698315,2.4529622949707877,0,1,1,1
-2.7195614510076274,-1.4450060506578655,0,0,0,0
-2.962491924394597,-2.615926421212121,0,0,0,0
-0.5119153384285366,-3.3385057690777558,1,0,0,0
-2.428802765918518,0.39316237965919787,0,0,1,1
-1.8757604623029034,-3.892601810065943,1,0,0,0
-1.1792640839020596,-4.602656431759883,1,0,0,0
2.8107308774488406,-1.836893186109576,1,1,0,1
0.48633643080498346,0.7610688101458041,0,0,0,1
0.15824344785907016,-1.4904592083390593,1,1,0,0
-1.6717121349632427,-6.075922798394961,1,0,0,0
0.873276949258586,2.6358279472511343,1,1,1,1
1.9377652771261016,-4.339416728584416,0,0,0,0
-1.4428625911435116,-3.9352604696685254,1,0,0,0
1.7270393167626292,0.17120233282432573,0,1,1,0
-0.26513602930743607,-1.0098747293867938,1,1,0,1
1.3319342921390755,-1.0525104124148066,0,1,0,0
-2.545116270064634,0.6193351338998307,0,0,0,0
-3.9611311821378794,1.1352085667660519,0,0,1,0
0.48888691192326517,-3.8583196901808625,1,0,0,0
-2.1586863320499905,1.186466288143639,0,0,0,0
0.38572791110077204,-0.4909168775514985,1,0,0,0
-0.7311021799720746,-2.3331404123799855,1,0,0,0
1.5483212196376328,-3.1763279712312884,1,1,0,0
0.7555183394614358,-5.018228389245537,1,0,0,0
0.41454149394723727,3.028020534709319,0,1,1,1
2.1966070814650247,-5.734287590421471,0,0,0,0
-1.7559412330717403,-5.052752844342053,1,0,0,0
5.188849175536304,-0.30514536003196424,0,1,1,1
-0.7162281509597135,-6.743881481764849,0,0,0,0
-1.0632118160229098,-4.738506304160451,0,0,0,0
2.7850368988685448,-4.015922830365073,1,1,0,0
0.2678258452309518,-6.374735319908788,1,1,0,0
3.3919390660283386,-4.213319351495879,1,1,0,0
0.0550194040596716,-4.138844988838681,0,1,0,0
0.3093376672926644,2.808149891790146,1,0,1,1
0.04212404268412725,-4.0629028967607965,1,1,0,0
-0.17291056542209426,2.065456425411776,0,0,1,1
0.7184983130269128,1.112149133625714,1,1,1,1
0.47916551971278265,0.47457635009945554,1,0,0,0
-0.8734966749160148,-3.2021688510857924,1,0,0,0
1.5494566381343242,-4.014230320978359,0,1,0,0
-0.2033945491097432,2.5053240693869183,1,0,1,1
3.297008020536358,-4.592770040893755,0,1,0,0
1.068402341691543,4.728040166128641,1,0,1,1
0.19200840993954002,-2.6335910978250094,0,1,0,0
-2.4024030380347785,-3.9315497851278165,1,1,0,0
