dataset,transform,model,split_id,Accuracy,Accuracy_sex_0,Accuracy_sex_0-sex_1,Accuracy_sex_0/sex_1,Accuracy_sex_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1,prob_pos,prob_pos_sex_0,prob_pos_sex_0-sex_1,prob_pos_sex_0/sex_1,prob_pos_sex_1,seed
Compas Sex,Upsample naive,SVM,3,0.6750405186385737,0.6723404255319149,0.003335250143760793,0.9950638297872341,0.6756756756756757,0.6730930138959499,0.8699593210231509,0.646072374227714,0.6949404761904762,0.7434210526315791,0.06265182186234819,0.91572498298162,0.6807692307692308,0.6512455516014235,0.5421686746987951,0.1279774630882612,0.8090305145816913,0.6701461377870563,0.4627228525121556,0.3574468085106383,0.13004067897684918,0.7332430425095025,0.4874874874874875,7230.0
Compas Sex,Upsample naive,Majority,3,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7230.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",4,0.6499189627228525,0.6382978723404256,0.014354780312227032,0.978005482313014,0.6526526526526526,0.6488624809354346,0.8234063851085127,0.6236933797909407,0.6607142857142857,0.7368421052631579,0.09838056680161944,0.8664835164835165,0.6384615384615384,0.6370106761565836,0.4578313253012048,0.2102271298136177,0.6853162650602409,0.6680584551148225,0.4748784440842788,0.3319148936170213,0.17659361489148725,0.6527223990618194,0.5085085085085085,9640.0
Compas Sex,Upsample naive,SVM,4,0.6742301458670988,0.6765957446808512,0.0029220710071773412,0.995681215807002,0.6736736736736737,0.6732227588544315,0.8306647072604518,0.6492146596858639,0.6845238095238095,0.7631578947368421,0.10161943319838064,0.8668435013262599,0.6615384615384615,0.6619217081850534,0.5180722891566265,0.16877531000830034,0.7542754605046326,0.6868475991649269,0.473257698541329,0.33617021276595743,0.16933529273954812,0.6650179060459237,0.5055055055055055,9640.0
Compas Sex,Upsample naive,Majority,4,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,9640.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",5,0.646677471636953,0.625531914893617,0.026119736758034584,0.9599176389842142,0.6516516516516516,0.6466144509405185,0.877724533043682,0.6247848537005163,0.6473214285714286,0.6842105263157895,0.047672064777328,0.930325443786982,0.6365384615384615,0.6459074733096085,0.5180722891566265,0.14998616595819605,0.7754894578313253,0.6680584551148225,0.4862236628849271,0.3872340425531915,0.12227546695631795,0.7600133762487983,0.5095095095095095,12050.0
Compas Sex,Upsample naive,SVM,5,0.6653160453808752,0.6851063829787234,0.024445722318062742,0.9643183556227034,0.6606606606606606,0.6618343289273004,0.8742103805933593,0.6289308176100629,0.7008928571428571,0.7631578947368421,0.08046558704453444,0.8945623342175066,0.6826923076923077,0.6227758007117438,0.5421686746987951,0.09457454033252012,0.8514714596089275,0.6367432150313153,0.446515397082658,0.3446808510638298,0.12578961940664068,0.7326301493888637,0.4704704704704705,12050.0
Compas Sex,Upsample naive,Majority,5,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,12050.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",6,0.6677471636952999,0.6978723404255319,0.03721167976487128,0.9466783857027758,0.6606606606606606,0.6662509532282663,0.9155155155155156,0.6403508771929824,0.6830357142857143,0.7302631578947368,0.06103238866396765,0.9164241164241164,0.6692307692307692,0.6494661921708185,0.6385542168674698,0.012802776869482169,0.9803444547420452,0.651356993736952,0.4683954619124797,0.4,0.08448448448448448,0.8256198347107438,0.4844844844844845,14460.0
Compas Sex,Upsample naive,SVM,6,0.6936790923824959,0.7574468085106383,0.07876812983195958,0.8960083679184804,0.6786786786786787,0.6858371462463989,0.8584286414073647,0.6399999999999999,0.7738095238095238,0.8684210526315791,0.1222672064777328,0.8592074592074592,0.7461538461538462,0.597864768683274,0.5542168674698795,0.05121110747792845,0.915413377648525,0.605427974947808,0.3954619124797407,0.28085106382978725,0.1415713585926352,0.6648583240899466,0.4224224224224225,14460.0
Compas Sex,Upsample naive,Majority,6,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,14460.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",7,0.6685575364667747,0.7319148936170212,0.07826123996336752,0.8930733058640037,0.6536536536536537,0.6680144255210981,0.8499393010031309,0.645273200346921,0.6741071428571429,0.7894736842105263,0.149089068825911,0.8111538461538461,0.6403846153846153,0.6619217081850534,0.6265060240963856,0.041552431018436975,0.9378012048192772,0.6680584551148225,0.4789303079416531,0.3574468085106383,0.1500606989968692,0.7043182676570565,0.5075075075075075,16870.0
Compas Sex,Upsample naive,SVM,7,0.6920583468395461,0.7702127659574468,0.09653909228377312,0.8746591895763167,0.6736736736736737,0.6910481274360278,0.8116414286627053,0.6678321678321679,0.7023809523809523,0.8486842105263158,0.1890688259109312,0.7772212283840191,0.6596153846153846,0.6797153024911032,0.6265060240963856,0.062429257740775235,0.9093829864914202,0.6889352818371608,0.4716369529983793,0.3191489361702128,0.18835857133729472,0.6288555961223721,0.5075075075075075,16870.0
Compas Sex,Upsample naive,Majority,7,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16870.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",8,0.6717990275526742,0.6851063829787234,0.016437714310054696,0.9760070629635847,0.6686686686686687,0.6688061345534655,0.857691734287479,0.6380697050938338,0.7023809523809523,0.7697368421052632,0.08704453441295545,0.8869165023011177,0.6826923076923077,0.6352313167259787,0.5301204819277109,0.12332419448147493,0.8112706416721198,0.6534446764091858,0.4513776337115073,0.33617021276595743,0.14230826571252106,0.7025816789815722,0.4784784784784785,19280.0
Compas Sex,Upsample naive,SVM,8,0.6977309562398704,0.7234042553191491,0.03171256362745733,0.9561620443973384,0.6916916916916916,0.6931981867480088,0.8133835963623197,0.6593607305936072,0.7440476190476191,0.8421052631578947,0.1267206477732793,0.8495192307692309,0.7153846153846154,0.6423487544483986,0.5060240963855421,0.1599466760570466,0.7598292857952185,0.6659707724425887,0.4319286871961102,0.28085106382978725,0.18661640363768026,0.6007927468221788,0.4674674674674675,19280.0
Compas Sex,Upsample naive,Majority,8,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,19280.0
Compas Sex,Upsample naive,"Logistic Regression, C=1.0",9,0.6539708265802269,0.6680851063829787,0.017434455732328047,0.9739038401458784,0.6506506506506506,0.6554953609557702,0.8461908717227866,0.6390532544378699,0.6383928571428571,0.7236842105263158,0.11022267206477732,0.8476923076923077,0.6134615384615385,0.6725978647686833,0.5662650602409639,0.1247579042684307,0.8194591053033888,0.6910229645093946,0.5032414910858996,0.37872340425531914,0.15380912827721338,0.7111742121260598,0.5325325325325325,21690.0
Compas Sex,Upsample naive,SVM,9,0.6709886547811994,0.7148936170212766,0.05423295636061598,0.9241384241384241,0.6606606606606606,0.6715572572445347,0.8349242859881159,0.6523972602739726,0.6651785714285714,0.7763157894736842,0.14362348178137652,0.814993481095176,0.6326923076923077,0.6779359430604982,0.6024096385542169,0.08861332595517768,0.871765005641903,0.6910229645093946,0.49108589951377635,0.3574468085106383,0.1650757140118842,0.6840792369772561,0.5225225225225225,21690.0
Compas Sex,Upsample naive,Majority,9,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,21690.0
