dataset,transform,model,split_id,Accuracy,Accuracy_sex_Male_0,Accuracy_sex_Male_0-sex_Male_1,Accuracy_sex_Male_0/sex_Male_1,Accuracy_sex_Male_1,Balanced Accuracy,CV absolute,F1,P(s|y)=0.5,TNR,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TPR,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TPR_sex_Male_1,percent_dropped,prob_pos,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,prob_pos_sex_Male_1,seed
Adult Sex,Upsample uniform,SVM,3,0.9151071793126914,0.9186798230690713,0.007145287512759445,0.9922222222222222,0.9115345355563116,0.7778848253588793,0.9697175910173528,0.6164488854727134,1.0,0.9554702495201536,0.9489443378119002,0.01305182341650668,0.9864325618515564,0.9619961612284068,0.6002994011976048,0.6826347305389222,0.16467065868263475,0.7587719298245614,0.5179640718562875,0.3501769128704113,0.10768969037087443,0.12283089486219805,0.03028240898264717,0.7534626038781163,0.09254848587955086,7230.0
Adult Sex,Upsample uniform,Majority,3,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,7230.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",4,0.8938414426675741,0.9084722694794148,0.029261653623681494,0.9677902621722848,0.8792106158557332,0.7606683944969945,0.9986389928547124,0.5574468085106383,1.0,0.9330134357005758,0.9416506717850288,0.017274472168905985,0.9816551161842642,0.9243761996161228,0.5883233532934131,0.6497005988023952,0.12275449101796394,0.8110599078341015,0.5269461077844312,0.3501769128704113,0.1262334127254168,0.12555290915277306,0.0013610071452875017,0.9892761394101878,0.12691391629806054,9640.0
Adult Sex,Upsample uniform,SVM,4,0.9140864239537256,0.921401837359646,0.014630826811840691,0.9841211225997046,0.9067710105478054,0.7557753973818199,0.980605648179653,0.5930701047542304,1.0,0.9606525911708254,0.9593090211132438,0.0026871401151631336,0.9972067039106144,0.9619961612284068,0.5508982035928144,0.6257485029940121,0.14970059880239522,0.7607655502392344,0.4760479041916168,0.3501769128704113,0.0974821367812181,0.10717931269139162,0.019394351820347044,0.8190476190476191,0.08778496087104458,9640.0
Adult Sex,Upsample uniform,Majority,4,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,9640.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",5,0.9001361007145288,0.9183395712827492,0.03640694113644094,0.9603556872915896,0.8819326301463083,0.7753123311917431,0.9976182374957469,0.5828002842928216,1.0,0.9368522072936658,0.9477927063339732,0.02188099808061428,0.976913730255164,0.9259117082533588,0.6137724550898204,0.688622754491018,0.14970059880239514,0.7826086956521741,0.5389221556886228,0.3501769128704113,0.125723035045934,0.12453215379380746,0.0023817625042531487,0.9812332439678284,0.12691391629806054,12050.0
Adult Sex,Upsample uniform,SVM,5,0.9176590677101056,0.9282068730860836,0.02109561075195654,0.9772727272727272,0.9071112623341272,0.7838921006355809,0.9843484178291936,0.6276923076923077,1.0,0.9570057581573896,0.9585412667946256,0.003071017274472121,0.9967961553864638,0.9554702495201536,0.6107784431137725,0.6916167664670658,0.16167664670658674,0.7662337662337663,0.5299401197604791,0.3501769128704113,0.1075195644777135,0.1153453555631167,0.015651582170806394,0.8643067846607669,0.09969377339231032,12050.0
Adult Sex,Upsample uniform,Majority,5,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,12050.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",6,0.9003062266076897,0.9190200748553928,0.03742769649540656,0.9592743428359868,0.8815923783599864,0.769535497143908,1.0,0.5778097982708934,1.0,0.9387715930902112,0.9493282149712092,0.021113243761996192,0.9777598059037604,0.928214971209213,0.6002994011976048,0.6826347305389222,0.16467065868263475,0.7587719298245614,0.5179640718562875,0.3501769128704113,0.12249064307587615,0.12249064307587615,0.0,1.0,0.12249064307587615,14460.0
Adult Sex,Upsample uniform,SVM,6,0.9173188159237836,0.9265056141544744,0.01837359646138137,0.9801689313257436,0.9081320176930928,0.7765222913098946,0.9863899285471248,0.6203124999999999,1.0,0.9587332053742802,0.9600767754318618,0.0026871401151631336,0.9972011195521792,0.9573896353166986,0.594311377245509,0.6646706586826348,0.14071856287425155,0.7882882882882882,0.5239520958083832,0.3501769128704113,0.10411704661449472,0.11092208234093227,0.013610071452875128,0.8773006134969326,0.09731201088805716,14460.0
Adult Sex,Upsample uniform,Majority,6,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,14460.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",7,0.8982647158897584,0.9183395712827492,0.04014971078598162,0.9562801037421268,0.8781898604967676,0.7729516015952741,0.9938754678462062,0.577086280056577,1.0,0.9351247600767756,0.9481765834932822,0.026103646833013472,0.9724696356275304,0.9220729366602688,0.6107784431137725,0.6856287425149701,0.14970059880239528,0.7816593886462881,0.5359281437125748,0.3501769128704113,0.12691391629806054,0.12385165022116365,0.006124532153793813,0.9528795811518324,0.12997618237495748,16870.0
Adult Sex,Upsample uniform,SVM,7,0.9157876828853352,0.9268458659407962,0.022116366110922048,0.9761380323054332,0.9047294998298742,0.7710908317721563,0.9799251446070092,0.6117647058823529,1.0,0.9583493282149712,0.9589251439539348,0.0011516314779269619,0.9987990392313852,0.9577735124760076,0.5838323353293413,0.6766467065868264,0.18562874251497008,0.7256637168141593,0.4910179640718562,0.3501769128704113,0.10326641714869003,0.11330384484518545,0.02007485539299081,0.8228228228228228,0.09322898945219464,16870.0
Adult Sex,Upsample uniform,Majority,7,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,16870.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",8,0.90217761143246,0.9190200748553928,0.03368492684586588,0.9633469085523879,0.8853351480095271,0.7666759571068995,0.9976182374957469,0.5787545787545788,1.0,0.9420345489443378,0.9508637236084452,0.017658349328214973,0.9814291481631006,0.9332053742802304,0.5913173652694611,0.6706586826347305,0.1586826347305389,0.7633928571428572,0.5119760479041916,0.3501769128704113,0.11857774753317454,0.11976862878530113,0.0023817625042531487,0.9801136363636364,0.11738686628104796,19280.0
Adult Sex,Upsample uniform,SVM,8,0.9152773052058524,0.9231030962912556,0.015651582170806422,0.9830446000737192,0.9074515141204492,0.7681927890859356,0.9680163320857434,0.6078740157480315,1.0,0.9585412667946256,0.9539347408829176,0.009213051823416474,0.9904344360302909,0.9631477927063341,0.5778443113772455,0.6826347305389222,0.20958083832335334,0.6929824561403508,0.4730538922155689,0.3501769128704113,0.10241578768288534,0.11840762164001363,0.03198366791425655,0.7298850574712643,0.08642395372575706,19280.0
Adult Sex,Upsample uniform,Majority,8,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,19280.0
Adult Sex,Upsample uniform,"Logistic Regression, C=1.0",9,0.8970738346376318,0.9139162980605648,0.03368492684586599,0.9631422189128815,0.8802313712146989,0.7546614065534958,0.9996597482136781,0.5574250182882223,1.0,0.9389635316698657,0.9485604606525911,0.019193857965451033,0.9797652772157022,0.9293666026871401,0.5703592814371258,0.6437125748502994,0.14670658682634735,0.7720930232558139,0.49700598802395207,0.3501769128704113,0.11891799931949643,0.11874787342633548,0.00034025178632188235,0.9971428571428571,0.11908812521265737,21690.0
Adult Sex,Upsample uniform,SVM,9,0.9142565498468866,0.9227628445049336,0.01701258931609384,0.9815634218289087,0.9057502551888398,0.7552188329674624,0.9700578428036747,0.592891760904685,1.0,0.9610364683301343,0.9573896353166986,0.007293666026871426,0.9924393155590927,0.96468330134357,0.5494011976047904,0.6526946107784432,0.2065868263473054,0.6834862385321101,0.44610778443113774,0.3501769128704113,0.09697175910173528,0.11194283769989792,0.029942157196325273,0.7325227963525837,0.08200068050357265,21690.0
Adult Sex,Upsample uniform,Majority,9,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,21690.0
