dataset,transform,model,split_id,Accuracy,Accuracy_sex_Male_0,Accuracy_sex_Male_0-sex_Male_1,Accuracy_sex_Male_0/sex_Male_1,Accuracy_sex_Male_1,Balanced Accuracy,CV absolute,F1,P(s|y)=0.5,TNR,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TPR,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TPR_sex_Male_1,percent_dropped,prob_pos,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,prob_pos_sex_Male_1,seed
Adult Sex,Upsample preferential,SVM,3,0.9149370534195304,0.9118747873426336,0.006124532153793828,0.9933283914010378,0.9179993194964272,0.7856192605192686,0.9414766927526368,0.6229260935143287,1.0,0.9529750479846448,0.9347408829174664,0.03646833013435702,0.9624505928853756,0.9712092130518234,0.6182634730538922,0.7335329341317365,0.2305389221556886,0.6857142857142857,0.5029940119760479,0.3501769128704113,0.11194283769989792,0.14120449132357946,0.05852330724736305,0.5855421686746988,0.0826811840762164,7230.0
Adult Sex,Upsample preferential,Majority,3,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,7230.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",4,0.8902687989111943,0.8849948962232052,0.010547805375978214,0.9882218844984804,0.8955427015991834,0.7540853034813291,0.9363729159578088,0.5448129851799576,1.0,0.9303262955854128,0.9094049904030708,0.041842610364683286,0.9560129136400324,0.9512476007677544,0.5778443113772455,0.6946107784431138,0.2335329341317365,0.6637931034482759,0.4610778443113773,0.3501769128704113,0.12742429397754335,0.159237835998639,0.06362708404219122,0.6004273504273504,0.09561075195644778,9640.0
Adult Sex,Upsample preferential,SVM,4,0.9118747873426336,0.9135760462742428,0.003402517863218768,0.9962756052141528,0.9101735284110242,0.7708411392186836,0.9482817284790744,0.602760736196319,1.0,0.9533589251439542,0.9397312859884835,0.027255278310940545,0.9718142119888844,0.9669865642994242,0.5883233532934131,0.7095808383233533,0.2425149700598802,0.6582278481012659,0.467065868263473,0.3501769128704113,0.10820006805035727,0.13405920381082,0.051718271520925486,0.6142131979695431,0.08234093228989453,9640.0
Adult Sex,Upsample preferential,Majority,4,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,9640.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",5,0.8989452194624021,0.8996257230350458,0.0013610071452875294,0.9984871406959152,0.8982647158897584,0.7818184169089843,0.938074174889418,0.5863509749303621,1.0,0.9333973128598848,0.9163147792706334,0.034165067178502866,0.9640549273021002,0.9504798464491364,0.6302395209580839,0.7694610778443114,0.2784431137724551,0.6381322957198443,0.4910179640718562,0.3501769128704113,0.1306566859476012,0.16161959850289215,0.06192582511058184,0.6168421052631579,0.09969377339231032,12050.0
Adult Sex,Upsample preferential,SVM,5,0.9169785641374616,0.9200408302143588,0.006124532153793828,0.993343195266272,0.9139162980605648,0.7946012964474123,0.952364749914937,0.6352765321375187,1.0,0.9529750479846448,0.9412667946257196,0.023416506717850345,0.975726223637087,0.96468330134357,0.6362275449101796,0.7544910179640718,0.23652694610778435,0.6865079365079366,0.5179640718562875,0.3501769128704113,0.1139843484178292,0.13780197346036066,0.04763525008506295,0.654320987654321,0.09016672337529773,12050.0
Adult Sex,Upsample preferential,Majority,5,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,12050.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",6,0.8912895542701599,0.8941816944538958,0.005784280367471917,0.993531202435312,0.8883974140864239,0.7631440573746939,0.9452194624021776,0.5553235908141962,1.0,0.9289827255278312,0.9151631477927064,0.02763915547024953,0.970684039087948,0.942802303262956,0.5973053892215568,0.7305389221556886,0.26646706586826346,0.6352459016393442,0.4640718562874251,0.3501769128704113,0.13082681184076214,0.15821708063967335,0.05478053759782238,0.6537634408602151,0.10343654304185096,14460.0
Adult Sex,Upsample preferential,SVM,6,0.9149370534195304,0.9166383123511398,0.003402517863218768,0.9962880475129918,0.9132357944879208,0.7830091257025297,0.952364749914937,0.6206373292867983,1.0,0.9537428023032628,0.9412667946257196,0.0249520153550864,0.9741756058800158,0.966218809980806,0.6122754491017964,0.7245508982035929,0.22455089820359286,0.6900826446280991,0.5,0.3501769128704113,0.1105818305546104,0.1343994555971419,0.04763525008506296,0.6455696202531644,0.08676420551207893,14460.0
Adult Sex,Upsample preferential,Majority,6,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,14460.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",7,0.8899285471248725,0.8914596801633209,0.003062266076896969,0.9965648854961832,0.8883974140864239,0.7558509660142287,0.9506634909833276,0.5459649122807019,1.0,0.92936660268714,0.9163147792706334,0.02610364683301336,0.9723014256619146,0.9424184261036468,0.5823353293413174,0.6976047904191617,0.2305389221556886,0.6695278969957081,0.467065868263473,0.3501769128704113,0.1287853011228309,0.15345355563116705,0.04933650901667233,0.6784922394678492,0.10411704661449472,16870.0
Adult Sex,Upsample preferential,SVM,7,0.913405920381082,0.9200408302143588,0.013269819666553271,0.985576923076923,0.9067710105478054,0.7782301998689759,0.9499829874106841,0.6129277566539925,1.0,0.9531669865642994,0.942802303262956,0.02072936660268709,0.9784860557768924,0.963531669865643,0.6032934131736527,0.7425149700598802,0.27844311377245506,0.625,0.4640718562874251,0.3501769128704113,0.1100714528751276,0.13507995916978566,0.05001701258931608,0.6297229219143577,0.08506294658046955,16870.0
Adult Sex,Upsample preferential,Majority,7,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,16870.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",8,0.8948621980265397,0.8955427015991834,0.0013610071452875294,0.9984802431610942,0.8941816944538958,0.7645068787568816,0.9428376998979244,0.562942008486563,1.0,0.9332053742802304,0.9174664107485604,0.03147792706333974,0.9668284789644012,0.9489443378119002,0.5958083832335329,0.7245508982035929,0.2574850299401198,0.6446280991735537,0.467065868263473,0.3501769128704113,0.12691391629806054,0.15549506634909832,0.05716230010207553,0.6323851203501094,0.0983327662470228,19280.0
Adult Sex,Upsample preferential,SVM,8,0.9135760462742428,0.9156175569921742,0.004083021435862477,0.9955406911928651,0.9115345355563116,0.7731058995253255,0.9421571963252808,0.6086286594761172,1.0,0.9548944337811899,0.9397312859884835,0.030326295585412662,0.968737633557578,0.9700575815738964,0.5913173652694611,0.7275449101796407,0.2724550898203593,0.625514403292181,0.4550898203592814,0.3501769128704113,0.10717931269139162,0.13610071452875128,0.057842803674719286,0.575,0.07825791085403197,19280.0
Adult Sex,Upsample preferential,Majority,8,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,19280.0
Adult Sex,Upsample preferential,"Logistic Regression, C=1.0",9,0.8924804355222865,0.8928206873086084,0.0006805035726438202,0.9992378048780487,0.8921401837359646,0.7592481064741917,0.9285471248724055,0.5536723163841808,1.0,0.9316698656429943,0.9117082533589251,0.03992322456813824,0.9580475998386446,0.9516314779270634,0.5868263473053892,0.7455089820359282,0.3173652694610779,0.57429718875502,0.4281437125748503,0.3501769128704113,0.12725416808438245,0.16298060564817965,0.07145287512759442,0.5615866388308977,0.09152773052058523,21690.0
Adult Sex,Upsample preferential,SVM,9,0.9060905069751616,0.9081320176930929,0.004083021435862588,0.9955039340576994,0.9040489962572303,0.7669256496603721,0.941476692752637,0.5868263473053892,1.0,0.9470249520153551,0.9316698656429943,0.030710172744721653,0.9680893498205027,0.9623800383877159,0.5868263473053892,0.7245508982035929,0.27544910179640725,0.6198347107438016,0.4491017964071856,0.3501769128704113,0.11364409663150732,0.14290575025518884,0.05852330724736304,0.5904761904761905,0.0843824430078258,21690.0
Adult Sex,Upsample preferential,Majority,9,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,21690.0
