dataset,transform,model,split_id,Accuracy,Accuracy_sex_Male_0,Accuracy_sex_Male_0-sex_Male_1,Accuracy_sex_Male_0/sex_Male_1,Accuracy_sex_Male_1,Balanced Accuracy,CV absolute,F1,P(s|y)=0.5,TNR,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TPR,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TPR_sex_Male_1,percent_dropped,prob_pos,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,prob_pos_sex_Male_1,seed
Adult Sex,Calders,SVM,3,0.9031983667914256,0.9009867301803336,0.0044232732221843865,0.9951146185644496,0.9054100034025179,0.807056328801131,0.9683565838720654,0.6158001350438892,1.0,0.9314779270633398,0.9213051823416508,0.020345489443378103,0.9783938035059112,0.9416506717850288,0.6826347305389222,0.7425149700598802,0.11976047904191613,0.8387096774193549,0.6227544910179641,0.3501769128704113,0.1383123511398435,0.15413405920381082,0.03164341612793467,0.794701986754967,0.12249064307587615,7230.0
Adult Sex,Calders,Majority,3,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,7230.0
Adult Sex,Calders,"Logistic Regression, C=1.0",4,0.8729159578087785,0.8724055801292957,0.0010207553589656193,0.9988313206077132,0.8734263354882613,0.7730079189030767,0.9581490302824088,0.5351586807716242,1.0,0.9023032629558542,0.8902111324376201,0.02418426103646832,0.973551637279597,0.9143953934740884,0.6437125748502994,0.7335329341317365,0.17964071856287422,0.7551020408163266,0.5538922155688623,0.3501769128704113,0.1597482136781218,0.1806736985369173,0.041850969717591,0.7683615819209041,0.1388227288193263,9640.0
Adult Sex,Calders,SVM,4,0.8911194283769991,0.8917999319496427,0.0013610071452874186,0.998473864937047,0.8904389248043553,0.7747936947601917,0.9571282749234432,0.5658073270013569,1.0,0.9253358925143954,0.9136276391554704,0.023416506717850227,0.9750102417042196,0.9370441458733204,0.6242514970059879,0.7215568862275449,0.1946107784431137,0.7302904564315353,0.5269461077844312,0.3501769128704113,0.13712146988771692,0.15855733242599526,0.04287172507655665,0.7296137339055794,0.1156856073494386,9640.0
Adult Sex,Calders,Majority,4,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,9640.0
Adult Sex,Calders,"Logistic Regression, C=1.0",5,0.8844845185437223,0.8914596801633209,0.01395032323919698,0.984351145038168,0.8775093569241239,0.8023725102577954,0.9615515481456278,0.5779987569919205,1.0,0.908637236084453,0.9017274472168906,0.013819577735124766,0.9849056603773584,0.9155470249520152,0.6961077844311377,0.811377245508982,0.2305389221556886,0.7158671586715868,0.5808383233532934,0.3501769128704113,0.1600884654644437,0.1793126913916298,0.038448451854372234,0.7855787476280836,0.14086423953725755,12050.0
Adult Sex,Calders,SVM,5,0.8975842123171147,0.9043892480435524,0.013610071452875185,0.9849510910458992,0.8907791765906771,0.8045418759410163,0.9652943177951684,0.6029023746701847,1.0,0.9249520153550864,0.9190019193857966,0.011900191938579607,0.9872164948453608,0.9309021113243762,0.6841317365269461,0.7904191616766467,0.21257485029940126,0.731060606060606,0.5778443113772455,0.3501769128704113,0.14426675740047634,0.16161959850289215,0.034705682204831584,0.7852631578947368,0.12691391629806054,12050.0
Adult Sex,Calders,Majority,5,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,12050.0
Adult Sex,Calders,"Logistic Regression, C=1.0",6,0.8781898604967676,0.8856753997958492,0.014971078598162713,0.9830964271993852,0.8707043211976863,0.7883811072672313,0.9707383463763184,0.5563816604708798,1.0,0.9046065259117082,0.9005758157389635,0.008061420345489512,0.9911280101394168,0.908637236084453,0.6721556886227545,0.7694610778443114,0.1946107784431138,0.7470817120622568,0.5748502994011976,0.3501769128704113,0.16093909493024838,0.17556992174208916,0.02926165362368155,0.8333333333333331,0.1463082681184076,14460.0
Adult Sex,Calders,SVM,6,0.9013269819666552,0.905410003402518,0.008166042871725065,0.9909808342728298,0.8972439605307928,0.7981702621628145,0.9741408642395372,0.6049046321525885,1.0,0.9316698656429944,0.9266794625719772,0.00998080614203456,0.9893442622950821,0.9366602687140116,0.6646706586826348,0.7395209580838323,0.14970059880239514,0.7975708502024292,0.5898203592814372,0.3501769128704113,0.13610071452875128,0.14903028240898264,0.02585913576046274,0.8264840182648402,0.1231711466485199,14460.0
Adult Sex,Calders,Majority,6,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,14460.0
Adult Sex,Calders,"Logistic Regression, C=1.0",7,0.8781898604967676,0.8900986730180334,0.023817625042531487,0.9732415902140672,0.8662810479755019,0.7877285735630466,0.9802653963933312,0.5558312655086849,1.0,0.9047984644913628,0.90595009596929,0.002303262955854146,0.997457627118644,0.9036468330134356,0.6706586826347305,0.7664670658682635,0.191616766467066,0.7499999999999999,0.5748502994011976,0.3501769128704113,0.1605988431439265,0.17046614494726098,0.019734603606668927,0.8842315369261478,0.15073154134059205,16870.0
Adult Sex,Calders,SVM,7,0.8989452194624021,0.9054100034025179,0.012929567880231365,0.9857196542653138,0.8924804355222865,0.7876912202466468,0.966655324940456,0.5914718019257222,1.0,0.9316698656429944,0.9259117082533588,0.01151631477927062,0.9877149877149878,0.9374280230326296,0.6437125748502994,0.7455089820359282,0.2035928143712576,0.7269076305220883,0.5419161676646707,0.3501769128704113,0.13371895202449813,0.15039128955427014,0.03334467505954407,0.7782805429864253,0.1170466144947261,16870.0
Adult Sex,Calders,Majority,7,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,16870.0
Adult Sex,Calders,"Logistic Regression, C=1.0",8,0.8860156515821708,0.8928206873086084,0.013610071452875185,0.9847560975609756,0.8792106158557332,0.7947532957118393,0.9632528070772371,0.5743329097839898,1.0,0.9128598848368522,0.9063339731285988,0.01305182341650668,0.98580375782881,0.9193857965451055,0.6766467065868264,0.7874251497005988,0.22155688622754502,0.7186311787072243,0.5658682634730539,0.3501769128704113,0.15413405920381082,0.17250765566519224,0.03674719292276285,0.7869822485207101,0.1357604627424294,19280.0
Adult Sex,Calders,SVM,8,0.9008166042871724,0.9047294998298742,0.007825791085403266,0.9913501316284316,0.8969037087444709,0.8017975565184411,0.9615515481456278,0.6068779501011464,1.0,0.9299424184261036,0.9213051823416508,0.017274472168905874,0.98159509202454,0.9385796545105566,0.6736526946107785,0.7754491017964071,0.20359281437125745,0.7374517374517375,0.5718562874251497,0.3501769128704113,0.13865260292616535,0.15787682885335147,0.03844845185437222,0.7564655172413793,0.11942837699897925,19280.0
Adult Sex,Calders,Majority,8,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,19280.0
Adult Sex,Calders,"Logistic Regression, C=1.0",9,0.8749574685267097,0.8792106158557332,0.008506294658046976,0.9903250773993808,0.8707043211976863,0.7865576907605136,0.9465804695474651,0.5499081445192897,1.0,0.9009596928982726,0.8882917466410749,0.025335892514395386,0.9722689075630252,0.9136276391554703,0.6721556886227545,0.8083832335329342,0.2724550898203594,0.6629629629629629,0.5359281437125748,0.3501769128704113,0.16417148690030622,0.19088125212657367,0.05341953045253489,0.7201426024955436,0.13746172167403878,21690.0
Adult Sex,Calders,SVM,9,0.8914596801633209,0.899625723035046,0.01633208574345013,0.9818456883509834,0.8832936372915958,0.7860787063109864,0.9646138142225247,0.5763612217795485,1.0,0.9224568138195778,0.9170825335892514,0.010748560460652645,0.9884153909805543,0.927831094049904,0.6497005988023952,0.7634730538922155,0.22754491017964074,0.7019607843137254,0.5359281437125748,0.3501769128704113,0.14256549846886696,0.16025859135760462,0.03538618577747532,0.7791932059447984,0.1248724055801293,21690.0
Adult Sex,Calders,Majority,9,0.8863559033684927,0.8863559033684927,0.0,1.0,0.8863559033684927,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.3501769128704113,0.0,0.0,0.0,,0.0,21690.0
