dataset,transform,model,split_id,Accuracy,Accuracy_sex_0,Accuracy_sex_0-sex_1,Accuracy_sex_0/sex_1,Accuracy_sex_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1,prob_pos,prob_pos_sex_0,prob_pos_sex_0-sex_1,prob_pos_sex_0/sex_1,prob_pos_sex_1,seed
Compas Sex,Calders,Majority,3,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7230.0
Compas Sex,Calders,"Logistic Regression, C=1.0",4,0.6482982171799028,0.6510638297872341,0.003416182139586499,0.9947529228574978,0.6476476476476476,0.6424228944246738,0.8421655698251442,0.5988909426987061,0.7083333333333334,0.7763157894736842,0.08785425101214572,0.8868318122555411,0.6884615384615385,0.5765124555160143,0.42168674698795183,0.18165354528762226,0.6989202484679202,0.6033402922755741,0.4213938411669368,0.2936170212765957,0.1578344301748557,0.6503844883709958,0.4514514514514514,9640.0
Compas Sex,Calders,SVM,4,0.6685575364667747,0.6808510638297872,0.015185398164121566,0.9776964464464464,0.6656656656656657,0.6649561514997459,0.8604434221455498,0.631863186318632,0.7053571428571429,0.7697368421052632,0.08319838056680162,0.8919132149901381,0.6865384615384615,0.6245551601423488,0.5180722891566265,0.12493397389139015,0.8057033328117665,0.6430062630480167,0.44489465153970825,0.3319148936170213,0.1395565778544502,0.7039978316845101,0.4714714714714714,9640.0
Compas Sex,Calders,Majority,4,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,9640.0
Compas Sex,Calders,"Logistic Regression, C=1.0",5,0.6572123176661264,0.6723404255319149,0.018686771878261173,0.9722063835987887,0.6536536536536537,0.6539569564480596,0.91751325793879,0.621307072515667,0.6904761904761905,0.7236842105263158,0.04291497975708503,0.9406993006993009,0.6807692307692308,0.6174377224199288,0.5783132530120482,0.04590386598586416,0.9264616996413748,0.6242171189979123,0.4497568881685575,0.3829787234042553,0.08248674206121015,0.822786547700755,0.4654654654654655,12050.0
Compas Sex,Calders,SVM,5,0.6661264181523501,0.6808510638297872,0.0181884011671245,0.9732857857857858,0.6626626626626627,0.6630152728351126,0.8954869763380402,0.6314847942754921,0.6979166666666666,0.7434210526315791,0.058805668016194364,0.9208985704560926,0.6846153846153846,0.6281138790035588,0.5662650602409639,0.07256583746258516,0.8864083786124892,0.6388308977035491,0.4505672609400324,0.3659574468085106,0.10451302366195986,0.7778542326844725,0.4704704704704705,12050.0
Compas Sex,Calders,Majority,5,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,12050.0
Compas Sex,Calders,"Logistic Regression, C=1.0",6,0.6896272285251216,0.7234042553191491,0.041722573637467335,0.9423246776187952,0.6816816816816816,0.6837188612099644,0.9260153770792068,0.6443825441039924,0.75,0.7828947368421053,0.042510121457489884,0.9457013574660632,0.7403846153846154,0.6174377224199288,0.6144578313253012,0.0034962396559096165,0.9943422338000651,0.6179540709812108,0.4173419773095624,0.3574468085106383,0.07398462292079311,0.8285136002369552,0.4314314314314314,14460.0
Compas Sex,Calders,SVM,6,0.713128038897893,0.7361702127659574,0.02846250505824965,0.9613370596029556,0.7077077077077077,0.7085001482799526,0.9162566822141288,0.6758241758241759,0.7604166666666666,0.7894736842105263,0.03755060728744941,0.9524358974358974,0.7519230769230769,0.6565836298932385,0.6385542168674698,0.021153507558417384,0.9679350312642976,0.6597077244258872,0.4294975688816856,0.3617021276595745,0.08374331778587096,0.8120009562514942,0.4454454454454455,14460.0
Compas Sex,Calders,Majority,6,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,14460.0
Compas Sex,Calders,"Logistic Regression, C=1.0",7,0.6636952998379254,0.7106382978723405,0.05798564521968785,0.9184034333734932,0.6526526526526526,0.659472441111676,0.8526824697037463,0.6237533998186764,0.7068452380952381,0.8026315789473685,0.1237854251012146,0.8457755359394703,0.6788461538461539,0.6120996441281139,0.5421686746987951,0.08204844429911717,0.8685578434137888,0.6242171189979123,0.4384116693679093,0.3191489361702128,0.14731753029625366,0.6841840927769154,0.4664664664664665,16870.0
Compas Sex,Calders,SVM,7,0.6831442463533225,0.7148936170212766,0.03921794134560097,0.94514157014157,0.6756756756756757,0.6796596975088969,0.8394181415458011,0.6480648064806479,0.71875,0.8092105263157895,0.1169028340080972,0.8555347091932457,0.6923076923076923,0.6405693950177936,0.5421686746987951,0.11545136705485826,0.8244406196213425,0.6576200417536534,0.44489465153970825,0.3148936170212766,0.16058185845419887,0.6622709966405376,0.4754754754754755,16870.0
Compas Sex,Calders,Majority,7,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16870.0
Compas Sex,Calders,"Logistic Regression, C=1.0",8,0.6855753646677472,0.6893617021276596,0.004677017442974885,0.993215437659882,0.6846846846846847,0.6785423021521776,0.8674419099951014,0.6346516007532956,0.7574404761904762,0.8026315789473685,0.05840080971659922,0.9272383354350568,0.7442307692307693,0.599644128113879,0.4819277108433735,0.13811404281007122,0.7772504158046326,0.6200417536534447,0.4051863857374392,0.2978723404255319,0.13255809000489854,0.6920336467095497,0.4304304304304304,19280.0
Compas Sex,Calders,SVM,8,0.7034035656401945,0.6978723404255319,0.006832364279172776,0.9903046421663444,0.7047047047047047,0.6972414633113032,0.7943560581858454,0.6585820895522388,0.7663690476190477,0.8486842105263158,0.10637651821862347,0.8746571258199165,0.7423076923076923,0.6281138790035588,0.42168674698795183,0.2421963427824031,0.6351822383875123,0.6638830897703549,0.413290113452188,0.2468085106382979,0.2056439418141546,0.5454904914328751,0.4524524524524525,19280.0
Compas Sex,Calders,Majority,8,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,19280.0
Compas Sex,Calders,"Logistic Regression, C=1.0",9,0.6580226904376013,0.6595744680851063,0.001916810427448623,0.9970938680616102,0.6576576576576577,0.653827211489578,0.872706749302494,0.6177536231884058,0.7008928571428571,0.75,0.06346153846153846,0.9153846153846154,0.6865384615384615,0.6067615658362989,0.4939759036144578,0.13232889805568832,0.788714859437751,0.6263048016701461,0.4392220421393841,0.33617021276595743,0.12729325069750602,0.7253435044345389,0.46346346346346345,21690.0
Compas Sex,Calders,SVM,9,0.6807131280388979,0.6936170212765957,0.01593934359891802,0.9770199647500262,0.6776776776776777,0.6769906583629893,0.8476774646987413,0.6444043321299638,0.71875,0.7894736842105263,0.09139676113360329,0.8842307692307692,0.698076923076923,0.6352313167259787,0.5180722891566265,0.1374600699247931,0.7903077277261914,0.6555323590814196,0.44246353322528365,0.3191489361702128,0.15232253530125867,0.6769209920043368,0.47147147147147145,21690.0
Compas Sex,Calders,Majority,9,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,21690.0
