dataset,transform,model,split_id,Accuracy,Accuracy_sex_0,Accuracy_sex_0-sex_1,Accuracy_sex_0/sex_1,Accuracy_sex_1,Balanced Accuracy,CV absolute,F1,TNR,TNR_sex_0,TNR_sex_0-sex_1,TNR_sex_0/sex_1,TNR_sex_1,TPR,TPR_sex_0,TPR_sex_0-sex_1,TPR_sex_0/sex_1,TPR_sex_1,prob_pos,prob_pos_sex_0,prob_pos_sex_0-sex_1,prob_pos_sex_0/sex_1,prob_pos_sex_1,seed
Compas Sex,no_transform,"Logistic Regression, C=1.0",2,0.6782820097244733,0.7021276595744681,0.029454986901795373,0.958048958048958,0.6726726726726727,0.6682050711743772,0.829638148787085,0.6111655239960823,0.78125,0.8618421052631579,0.1041497975708502,0.8791544333529067,0.7576923076923077,0.5551601423487544,0.40963855421686746,0.17073722866413465,0.7058160700355378,0.5803757828810021,0.3719611021069692,0.2340425531914893,0.17036185121291506,0.5787339372235096,0.4044044044044044,4820.0
Compas Sex,no_transform,SVM,2,0.6782820097244733,0.7191489361702128,0.050480267501544114,0.9298055451901606,0.6686686686686687,0.6671856465005931,0.8541648031009733,0.605759682224429,0.7916666666666666,0.8684210526315791,0.09919028340080972,0.8857808857808858,0.7692307692307693,0.5427046263345195,0.4457831325301205,0.11371582362854338,0.7967541809027153,0.5594989561586639,0.3606158833063209,0.2425531914893617,0.14583519689902671,0.6245119543759596,0.3883883883883884,4820.0
Compas Sex,no_transform,Majority,2,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4820.0
Compas Sex,no_transform,Kamiran & Calders LR,2,0.6726094003241491,0.6893617021276596,0.02069303345899088,0.9699823280070194,0.6686686686686687,0.6628511057447889,0.8509147445317657,0.6062378167641326,0.7723214285714286,0.8355263157894737,0.08168016194331984,0.9022410660205936,0.7538461538461538,0.5533807829181495,0.42168674698795183,0.15451367054858256,0.7318404050986556,0.5762004175365344,0.3760129659643436,0.2553191489361702,0.1490852554682342,0.6313461133347377,0.4044044044044044,4820.0
Compas Sex,no_transform,Kamiran & Calders SVM,2,0.6782820097244733,0.7191489361702128,0.050480267501544114,0.9298055451901606,0.6686686686686687,0.6668943823080833,0.8581688071049773,0.6041874376869393,0.7946428571428571,0.8684210526315791,0.09534412955465588,0.8902097902097902,0.7730769230769231,0.5391459074733096,0.4457831325301205,0.10954045828407576,0.8027448138418335,0.5553235908141962,0.3573743922204214,0.2425531914893617,0.1418311928950227,0.6310172872340425,0.3843843843843844,4820.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",3,0.6580226904376013,0.6680851063829787,0.012429450727323044,0.9813954081470004,0.6556556556556556,0.6481475597356381,0.8456584243818286,0.5886939571150097,0.7589285714285714,0.8223684210526315,0.08198380566801611,0.9003076923076924,0.7403846153846154,0.5373665480427047,0.3855421686746988,0.17813215282843275,0.6839803659080768,0.5636743215031316,0.3760129659643436,0.251063829787234,0.1543415756181714,0.6192907801418439,0.40540540540540543,7230.0
Compas Sex,no_transform,SVM,3,0.6661264181523501,0.6808510638297872,0.0181884011671245,0.9732857857857858,0.6626626626626627,0.6544229791560752,0.8979660511575405,0.5880000000000001,0.7857142857142857,0.8157894736842105,0.03886639676113357,0.9523573200992556,0.7769230769230769,0.5231316725978647,0.43373493975903615,0.10488718967728956,0.8052675819557299,0.5386221294363257,0.3549432739059968,0.2723404255319149,0.10203394884245948,0.7274547730117192,0.3743743743743744,7230.0
Compas Sex,no_transform,Majority,3,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,7230.0
Compas Sex,no_transform,Kamiran & Calders LR,3,0.6588330632090762,0.6680851063829787,0.011428449726322064,0.9828937217472248,0.6566566566566566,0.6488916073546857,0.8361467850829553,0.5892682926829268,0.7604166666666666,0.8289473684210527,0.08856275303643724,0.8931623931623932,0.7403846153846154,0.5373665480427047,0.3734939759036144,0.19226802827175093,0.6601609389587871,0.5657620041753654,0.3752025931928687,0.2425531914893617,0.16385321491704471,0.5968242322607693,0.4064064064064064,7230.0
Compas Sex,no_transform,Kamiran & Calders SVM,3,0.6661264181523501,0.6808510638297872,0.0181884011671245,0.9732857857857858,0.6626626626626627,0.6545686112523301,0.8959640491555385,0.5888223552894212,0.7842261904761905,0.8157894736842105,0.04078947368421049,0.95,0.775,0.5249110320284698,0.43373493975903615,0.10697487234952337,0.8021584407126576,0.5407098121085595,0.3565640194489465,0.2723404255319149,0.10403595084446148,0.7235853327297419,0.3763763763763764,7230.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",4,0.6693679092382496,0.6468085106382979,0.027866164036376758,0.958696887429762,0.6746746746746747,0.6601661794611082,0.8323940962238835,0.6054158607350097,0.7633928571428571,0.8092105263157895,0.059210526315789484,0.9268292682926828,0.75,0.5569395017793595,0.3493975903614458,0.24350428855295925,0.5893008654335652,0.592901878914405,0.3824959481361426,0.2468085106382979,0.16760590377611653,0.5955596669750232,0.4144144144144144,9640.0
Compas Sex,no_transform,SVM,4,0.673419773095624,0.7021276595744681,0.03546099290780147,0.9494949494949494,0.6666666666666666,0.6638864175563464,0.8321427810789512,0.608357628765792,0.7708333333333334,0.8552631578947368,0.10910931174089067,0.8724260355029586,0.7461538461538462,0.5569395017793595,0.42168674698795183,0.15868903589305028,0.7265753662130536,0.5803757828810021,0.3784440842787681,0.2425531914893617,0.16785721892104874,0.5910015568240788,0.4104104104104104,9640.0
Compas Sex,no_transform,Majority,4,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,9640.0
Compas Sex,no_transform,Kamiran & Calders LR,4,0.6653160453808752,0.6510638297872341,0.017604838881434604,0.9736718053255192,0.6686686686686687,0.6560090450771056,0.8386514173748216,0.6001936108422071,0.7604166666666666,0.8092105263157895,0.06305668016194332,0.9220762976860538,0.7461538461538462,0.5516014234875445,0.3614457831325301,0.2231053650929396,0.6183304647160072,0.5845511482254697,0.3816855753646677,0.251063829787234,0.16134858262517834,0.6087688494112786,0.4124124124124124,9640.0
Compas Sex,no_transform,Kamiran & Calders SVM,4,0.6766612641815235,0.7063829787234043,0.0367133090537346,0.9480263395926046,0.6696696696696697,0.6671538722250466,0.8373991012288885,0.6122448979591836,0.7738095238095238,0.8552631578947368,0.10526315789473684,0.8769230769230769,0.75,0.5604982206405694,0.43373493975903615,0.14872852579419976,0.7446560435289545,0.5824634655532359,0.3784440842787681,0.2468085106382979,0.16260089877111153,0.6028403475003902,0.4094094094094094,9640.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",5,0.6677471636952999,0.6851063829787234,0.0214427193150597,0.968701620875534,0.6636636636636637,0.6608625656668361,0.910744787340532,0.6153846153846154,0.7380952380952381,0.7697368421052632,0.04089068825910935,0.9468770545693622,0.7288461538461538,0.5836298932384342,0.5301204819277109,0.06278139698669416,0.8941116578992024,0.592901878914405,0.4084278768233388,0.33617021276595743,0.08925521265946801,0.7901977471839801,0.42542542542542544,12050.0
Compas Sex,no_transform,SVM,5,0.6790923824959482,0.7276595744680852,0.05999190680041744,0.9175549818824672,0.6676676676676677,0.6698229113709541,0.8606776989755713,0.6162790697674418,0.7738095238095238,0.8552631578947368,0.10526315789473684,0.8769230769230769,0.75,0.5658362989323843,0.4939759036144578,0.0843121965943105,0.8542038188856508,0.5782881002087683,0.3808752025931929,0.2680851063829787,0.13932230102442866,0.6580270793036751,0.4074074074074074,12050.0
Compas Sex,no_transform,Majority,5,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,12050.0
Compas Sex,no_transform,Kamiran & Calders LR,5,0.6701782820097245,0.6893617021276596,0.02369603646199392,0.9656261199471076,0.6656656656656657,0.6632403406202338,0.9170021084914699,0.6178403755868545,0.7410714285714286,0.7697368421052632,0.03704453441295552,0.9518737672583826,0.7326923076923076,0.5854092526690391,0.5421686746987951,0.050733204215609895,0.9144323773969116,0.592901878914405,0.4076175040518639,0.3404255319148936,0.08299789150852982,0.8039837030330466,0.4234234234234234,12050.0
Compas Sex,no_transform,Kamiran & Calders SVM,5,0.6799027552674229,0.7276595744680852,0.05899090579941646,0.9189306265329656,0.6686686686686687,0.6707125910862566,0.8596766979745702,0.6176185866408519,0.7738095238095238,0.8552631578947368,0.10526315789473684,0.8769230769230769,0.75,0.5676156583629893,0.4939759036144578,0.0863998792665443,0.8511311432781485,0.5803757828810021,0.3816855753646677,0.2680851063829787,0.1403233020254297,0.6564142678347935,0.4084084084084084,12050.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",6,0.6952998379254457,0.7234042553191491,0.03471556663046027,0.9520108343637756,0.6886886886886887,0.6851407600406711,0.9009733137392713,0.6306483300589392,0.7991071428571429,0.8355263157894737,0.04706477732793524,0.9436705027256208,0.7884615384615384,0.5711743772241993,0.5180722891566265,0.0623034937243756,0.8926497356331802,0.5803757828810021,0.3695299837925446,0.28936170212765955,0.09902668626072886,0.745031805220443,0.3883883883883884,14460.0
Compas Sex,no_transform,SVM,6,0.7025931928687196,0.7702127659574468,0.08352607927076018,0.8915545379633777,0.6866866866866866,0.6886332824944925,0.8856942048431411,0.6196891191709845,0.8452380952380952,0.9144736842105264,0.08947368421052637,0.9021582733812952,0.825,0.5320284697508897,0.5060240963855421,0.03051035037854977,0.9431344053255823,0.5365344467640919,0.32658022690437605,0.2340425531914893,0.11430579515685894,0.671863536316948,0.3483483483483483,14460.0
Compas Sex,no_transform,Majority,6,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,14460.0
Compas Sex,no_transform,Kamiran & Calders LR,6,0.6888168557536467,0.7148936170212766,0.0322109343385939,0.9549430382763716,0.6826826826826827,0.6790427469920353,0.8844546674333909,0.625,0.7886904761904762,0.8355263157894737,0.06052631578947365,0.9275590551181104,0.775,0.5693950177935944,0.4939759036144578,0.0884875619387781,0.8480804940190871,0.5824634655532359,0.37439222042139386,0.28085106382978725,0.11554533256660915,0.7085106382978724,0.3963963963963964,14460.0
Compas Sex,no_transform,Kamiran & Calders SVM,6,0.6993517017828201,0.7659574468085106,0.08227376312482693,0.8925870314759204,0.6836836836836837,0.6850745636332825,0.8844418886972079,0.6139438085327783,0.8452380952380952,0.9144736842105264,0.08947368421052637,0.9021582733812952,0.825,0.5249110320284698,0.4939759036144578,0.03629549513293257,0.9315529835878948,0.5302713987473904,0.3233387358184765,0.2297872340425532,0.11555811130279214,0.6653839037927844,0.3453453453453453,14460.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",7,0.6726094003241491,0.7276595744680852,0.06799991480842549,0.9065498246784796,0.6596596596596597,0.6644530588035926,0.8236364023598066,0.6145038167938931,0.7559523809523809,0.8684210526315791,0.14534412955465592,0.8326340326340326,0.7230769230769231,0.5729537366548043,0.4698795180722892,0.12093467816988207,0.7953084422495635,0.5908141962421712,0.3938411669367909,0.251063829787234,0.17636359764019344,0.587383526832428,0.42742742742742745,16870.0
Compas Sex,no_transform,SVM,7,0.6880064829821718,0.7446808510638298,0.07000617638915507,0.905991705991706,0.6746746746746747,0.6784443314692425,0.8446574233808276,0.6251217137293087,0.7857142857142857,0.8815789473684209,0.12388663967611335,0.8594718714121701,0.7576923076923077,0.5711743772241993,0.4939759036144578,0.0905752446110119,0.8450516351118761,0.5845511482254697,0.3768233387358185,0.251063829787234,0.1553425766191724,0.6177654333927262,0.4064064064064064,16870.0
Compas Sex,no_transform,Majority,7,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16870.0
Compas Sex,no_transform,Kamiran & Calders LR,7,0.6766612641815235,0.7361702127659574,0.07350755010329467,0.9001487036169118,0.6626626626626627,0.6687558252838501,0.8311460396566779,0.6203615604186489,0.7574404761904762,0.8684210526315791,0.143421052631579,0.8348484848484848,0.725,0.5800711743772242,0.4939759036144578,0.10101365797218104,0.8302261678292115,0.5949895615866388,0.3962722852512156,0.2595744680851064,0.16885396034332206,0.6058759196659376,0.4284284284284284,16870.0
Compas Sex,no_transform,Kamiran & Calders SVM,7,0.6847649918962723,0.7446808510638298,0.0740101803931591,0.9006149006149007,0.6706706706706707,0.6751768768005423,0.8446574233808276,0.6212268743914313,0.7827380952380952,0.8815789473684209,0.1277327935222672,0.8551090700344431,0.7538461538461538,0.5676156583629893,0.4939759036144578,0.0863998792665443,0.8511311432781485,0.5803757828810021,0.3768233387358185,0.251063829787234,0.1553425766191724,0.6177654333927262,0.4064064064064064,16870.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",8,0.6904376012965965,0.7234042553191491,0.04072157263646625,0.9437084142966496,0.6826826826826827,0.6798026817488562,0.8754413988456542,0.6225296442687747,0.7991071428571429,0.8552631578947368,0.07257085020242915,0.9151479289940828,0.7826923076923077,0.5604982206405694,0.4819277108433735,0.0921850240209271,0.8394304490690033,0.5741127348643006,0.3646677471636953,0.2638297872340425,0.12455860115434585,0.6792937047598157,0.3883883883883884,19280.0
Compas Sex,no_transform,SVM,8,0.6920583468395461,0.7063829787234043,0.01769429003471556,0.9749508544689268,0.6886886886886887,0.6798344560244026,0.8238749387685558,0.6161616161616162,0.8169642857142857,0.8881578947368421,0.09200404858299603,0.8964102564102563,0.7961538461538461,0.5427046263345195,0.3734939759036144,0.19853107628845235,0.6529328994811362,0.5720250521920668,0.346839546191248,0.20425531914893616,0.1761250612314442,0.536976483762598,0.3803803803803804,19280.0
Compas Sex,no_transform,Majority,8,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,19280.0
Compas Sex,no_transform,Kamiran & Calders LR,8,0.6847649918962723,0.7021276595744681,0.021446978893787442,0.969454302787636,0.6806806806806807,0.6743030842230131,0.8566694353928397,0.6167487684729065,0.7916666666666666,0.8486842105263158,0.0736842105263158,0.9131782945736434,0.775,0.5569395017793595,0.43373493975903615,0.14455316044973215,0.7500326214605715,0.5782881002087683,0.3670988654781199,0.251063829787234,0.14333056460716034,0.6365806242574792,0.3943943943943944,19280.0
Compas Sex,no_transform,Kamiran & Calders SVM,8,0.6936790923824959,0.7021276595744681,0.010435967882776452,0.9851366518033184,0.6916916916916916,0.6814681833587528,0.8291312589184929,0.6181818181818182,0.8184523809523809,0.8815789473684209,0.08157894736842097,0.9074626865671642,0.8,0.5444839857651246,0.3734939759036144,0.20061875896068612,0.6505585980284776,0.5741127348643006,0.346839546191248,0.20851063829787236,0.17086874108150704,0.5496098355133889,0.3793793793793794,19280.0
Compas Sex,no_transform,"Logistic Regression, C=1.0",9,0.6766612641815235,0.676595744680851,8.093199582559496e-05,0.9998803978345714,0.6766766766766766,0.6689014573801051,0.8711945988541733,0.621082621082621,0.7559523809523809,0.7960526315789473,0.051821862348178094,0.9349014621741895,0.7442307692307693,0.5818505338078291,0.4578313253012048,0.14550896697436927,0.758827698336599,0.6033402922755741,0.3978930307941653,0.2936170212765957,0.12880540114582673,0.6950791570031258,0.42242242242242245,21690.0
Compas Sex,no_transform,SVM,9,0.6936790923824959,0.7446808510638298,0.06299916938214811,0.9154011154011154,0.6816816816816816,0.6829245043213015,0.8616744403978447,0.6257425742574257,0.8035714285714286,0.881578947368421,0.10080971659919025,0.8856486796785304,0.7807692307692308,0.5622775800711743,0.4939759036144578,0.08013683124984278,0.8604162102957283,0.5741127348643006,0.36304700162074555,0.251063829787234,0.13832555960215537,0.6447628944921511,0.3893893893893894,21690.0
Compas Sex,no_transform,Majority,9,0.5445705024311183,0.6468085106382979,0.12628799011777736,0.8047521205415942,0.5205205205205206,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,21690.0
Compas Sex,no_transform,Kamiran & Calders LR,9,0.6726094003241491,0.6723404255319149,0.00033224714075785755,0.9995060790273556,0.6726726726726727,0.6650355871886121,0.8734479160011075,0.6174242424242423,0.75,0.7894736842105263,0.051012145748987825,0.9353846153846154,0.7384615384615385,0.5800711743772242,0.4578313253012048,0.14342128430213547,0.7614625167336011,0.6012526096033403,0.40032414910858993,0.2978723404255319,0.1265520839988925,0.7018265756724207,0.4244244244244244,21690.0
Compas Sex,no_transform,Kamiran & Calders SVM,9,0.6880064829821718,0.7276595744680852,0.04898089578940645,0.9326870730379502,0.6786786786786787,0.6782986993729876,0.8676847059825783,0.624390243902439,0.7872023809523809,0.8552631578947368,0.08795546558704448,0.8971597633136096,0.7673076923076924,0.5693950177935944,0.4939759036144578,0.0884875619387781,0.848080494019087,0.5824634655532359,0.3752025931928687,0.2680851063829787,0.1323152940174217,0.6695425531914894,0.4004004004004004,21690.0
